Category,Team/All_Teams,Place,Player,Record,Year,Team,Opponent
Tackles,13,56,2206,2,2018,13,22
Tackles,13,57,3959,2,2018,13,26
Tackles,13,58,50,1,2017,13,20
Tackles,13,59,247,1,2017,13,20
Tackles,13,60,278,1,2017,13,20
Tackles,13,61,341,1,2017,13,20
Tackles,13,62,593,1,2017,13,20
Tackles,13,63,601,1,2017,13,20
Tackles,13,64,875,1,2017,13,20
Tackles,13,65,37,1,2017,13,3
Tackles,13,66,247,1,2017,13,3
Tackles,13,67,562,1,2017,13,3
Tackles,13,68,769,1,2017,13,3
Tackles,13,69,875,1,2017,13,3
Tackles,13,70,1075,1,2017,13,3
Tackles,13,71,1287,1,2017,13,3
Tackles,13,72,1267,1,2017,13,10
Tackles,13,73,1287,1,2017,13,10
Tackles,13,74,1615,1,2017,13,10
Tackles,13,75,278,1,2018,13,22
Tackles,13,76,899,1,2018,13,22
Tackles,13,77,1058,1,2018,13,22
Tackles,13,78,278,1,2018,13,28
Tackles,13,79,282,1,2018,13,28
Tackles,13,80,555,1,2018,13,28
Tackles,13,81,1058,1,2018,13,28
Tackles,13,82,1343,1,2018,13,28
Tackles,13,83,247,1,2018,13,26
Tackles,13,84,282,1,2018,13,26
Tackles,13,85,647,1,2018,13,26
Tackles,13,86,830,1,2018,13,26
Tackles,13,87,1370,1,2018,13,26
Assists,13,0,198,4,2017,13,20
Assists,13,1,37,4,2017,13,3
Assists,13,2,316,4,2017,13,10
Assists,13,3,37,3,2017,13,20
Assists,13,4,37,3,2017,13,10
Assists,13,5,198,3,2017,13,10
Assists,13,6,282,3,2017,13,10
Assists,13,7,1075,3,2017,13,10
Assists,13,8,1287,3,2017,13,10
Assists,13,9,198,3,2018,13,22
Assists,13,10,763,3,2018,13,22
Assists,13,11,1287,3,2018,13,22
Assists,13,12,1075,3,2018,13,28
Assists,13,13,763,3,2018,13,26
Assists,13,14,1370,3,2018,13,26
Assists,13,15,601,2,2017,13,20
Assists,13,16,1075,2,2017,13,20
Assists,13,17,1137,2,2017,13,20
Assists,13,18,198,2,2017,13,3
Assists,13,19,763,2,2017,13,10
Assists,13,20,198,2,2018,13,28
Assists,13,21,647,2,2018,13,28
Assists,13,22,278,2,2018,13,26
Assists,13,23,1075,2,2018,13,26
Assists,13,24,1287,2,2018,13,26
Assists,13,25,1690,2,2018,13,26
Assists,13,26,316,1,2017,13,20
Assists,13,27,763,1,2017,13,20
Assists,13,28,769,1,2017,13,20
Assists,13,29,316,1,2017,13,3
Assists,13,30,341,1,2017,13,3
Assists,13,31,443,1,2017,13,3
Assists,13,32,763,1,2017,13,3
Assists,13,33,769,1,2017,13,3
Assists,13,34,830,1,2017,13,3
Assists,13,35,1137,1,2017,13,3
Assists,13,36,1287,1,2017,13,3
Assists,13,37,278,1,2017,13,10
Assists,13,38,341,1,2017,13,10
Assists,13,39,443,1,2017,13,10
Assists,13,40,601,1,2017,13,10
Assists,13,41,278,1,2018,13,22
Assists,13,42,582,1,2018,13,22
Assists,13,43,647,1,2018,13,22
Assists,13,44,1075,1,2018,13,22
Assists,13,45,1137,1,2018,13,22
Assists,13,46,555,1,2018,13,28
Assists,13,47,763,1,2018,13,28
Assists,13,48,1287,1,2018,13,28
Assists,13,49,282,1,2018,13,26
Assists,13,50,582,1,2018,13,26
Sacks,13,0,316,30,2017,13,3
Sacks,13,1,282,20,2017,13,3
Sacks,13,2,763,10,2017,13,20
Sacks,13,3,1137,10,2017,13,20
Sacks,13,4,247,10,2017,13,3
Sacks,13,5,763,10,2017,13,3
Sacks,13,6,282,10,2017,13,10
Sacks,13,7,316,10,2017,13,10
Sacks,13,8,1137,10,2017,13,10
Sacks,13,9,282,10,2018,13,22
Sacks,13,10,2206,10,2018,13,22
Sacks,13,11,1075,5,2017,13,20
Sacks,13,12,1287,5,2017,13,20
Sacks,13,13,1137,5,2018,13,22
Sacks,13,14,1287,5,2018,13,22
Hurries,13,0,278,3,2018,13,26
Hurries,13,1,1287,3,2018,13,26
Hurries,13,2,282,2,2017,13,3
Hurries,13,3,763,2,2017,13,3
Hurries,13,4,3662,2,2018,13,22
Hurries,13,5,647,2,2018,13,28
Hurries,13,6,198,1,2017,13,20
Hurries,13,7,247,1,2017,13,20
Hurries,13,8,282,1,2017,13,20
Hurries,13,9,443,1,2017,13,20
Hurries,13,10,763,1,2017,13,20
Hurries,13,11,247,1,2017,13,3
Hurries,13,12,1287,1,2017,13,3
Hurries,13,13,1287,1,2017,13,10
Hurries,13,14,247,1,2018,13,22
Hurries,13,15,282,1,2018,13,22
Hurries,13,16,247,1,2018,13,28
Hurries,13,17,1287,1,2018,13,28
Hurries,13,18,3662,1,2018,13,28
Hurries,13,19,247,1,2018,13,26
Hurries,13,20,282,1,2018,13,26
Hurries,13,21,582,1,2018,13,26
Hurries,13,22,647,1,2018,13,26
Hurries,13,23,3662,1,2018,13,26
Blocked Passes,13,0,1287,2,2017,13,20
Blocked Passes,13,1,282,1,2017,13,3
Blocked Passes,13,2,601,1,2017,13,3
Blocked Passes,13,3,1287,1,2017,13,10
Blocked Passes,13,4,3662,1,2018,13,22
Blocked Passes,13,5,647,1,2018,13,28
Field Goals,13,0,1487,3,2017,13,3
Field Goals,13,1,1487,3,2018,13,22
Field Goals,13,2,1487,2,2017,13,20
Field Goals,13,3,1487,1,2017,13,10
Field Goals,13,4,1487,1,2018,13,28
Field Goals,13,5,1487,1,2018,13,26
Key Run Blocks,13,0,750,6,2018,13,22
Key Run Blocks,13,1,750,6,2018,13,28
Key Run Blocks,13,2,1140,5,2018,13,28
Key Run Blocks,13,3,1015,4,2018,13,22
Key Run Blocks,13,4,1343,4,2018,13,26
Key Run Blocks,13,5,489,3,2017,13,20
Key Run Blocks,13,6,562,3,2017,13,20
Key Run Blocks,13,7,750,3,2017,13,20
Key Run Blocks,13,8,1140,3,2017,13,20
Key Run Blocks,13,9,489,3,2017,13,10
Key Run Blocks,13,10,489,3,2018,13,22
Key Run Blocks,13,11,1140,3,2018,13,22
Key Run Blocks,13,12,1343,3,2018,13,28
Key Run Blocks,13,13,357,2,2017,13,3
Key Run Blocks,13,14,562,2,2017,13,3
Key Run Blocks,13,15,1140,2,2017,13,3
Key Run Blocks,13,16,1343,2,2017,13,3
Key Run Blocks,13,17,750,2,2017,13,10
Key Run Blocks,13,18,967,2,2018,13,22
Key Run Blocks,13,19,489,2,2018,13,26
Key Run Blocks,13,20,967,2,2018,13,26
Key Run Blocks,13,21,357,1,2017,13,20
Key Run Blocks,13,22,593,1,2017,13,20
Key Run Blocks,13,23,489,1,2017,13,3
Key Run Blocks,13,24,593,1,2017,13,3
Key Run Blocks,13,25,750,1,2017,13,3
Key Run Blocks,13,26,562,1,2017,13,10
Key Run Blocks,13,27,593,1,2017,13,10
Key Run Blocks,13,28,357,1,2018,13,28
Key Run Blocks,13,29,559,1,2018,13,28
Key Run Blocks,13,30,967,1,2018,13,28
Key Run Blocks,13,31,750,1,2018,13,26
Key Run Blocks,13,32,1140,1,2018,13,26
Key Run Opportunities,13,0,1140,9,2017,13,20
Key Run Opportunities,13,1,1343,9,2018,13,28
Key Run Opportunities,13,2,1015,8,2018,13,22
Key Run Opportunities,13,3,750,8,2018,13,28
Key Run Opportunities,13,4,750,8,2018,13,26
Key Run Opportunities,13,5,489,7,2018,13,22
Key Run Opportunities,13,6,750,7,2018,13,22
Key Run Opportunities,13,7,1343,7,2018,13,26
Key Run Opportunities,13,8,489,6,2017,13,20
Key Run Opportunities,13,9,562,6,2017,13,20
Key Run Opportunities,13,10,1343,6,2017,13,3
Key Run Opportunities,13,11,1140,6,2018,13,28
Key Run Opportunities,13,12,489,6,2018,13,26
Key Run Opportunities,13,13,967,6,2018,13,26
Key Run Opportunities,13,14,750,5,2017,13,3
Key Run Opportunities,13,15,1140,5,2017,13,3
Key Run Opportunities,13,16,750,4,2017,13,20
Key Run Opportunities,13,17,489,4,2017,13,3
Key Run Opportunities,13,18,562,4,2017,13,3
Key Run Opportunities,13,19,1140,4,2017,13,10
Key Run Opportunities,13,20,1140,4,2018,13,22
Key Run Opportunities,13,21,593,3,2017,13,20
Key Run Opportunities,13,22,1343,3,2017,13,20
Key Run Opportunities,13,23,357,3,2017,13,3
Key Run Opportunities,13,24,489,3,2017,13,10
Key Run Opportunities,13,25,967,3,2018,13,22
Key Run Opportunities,13,26,1140,3,2018,13,26
Key Run Opportunities,13,27,357,2,2017,13,20
Key Run Opportunities,13,28,562,2,2017,13,10
Key Run Opportunities,13,29,750,2,2017,13,10
Key Run Opportunities,13,30,357,2,2018,13,22
Key Run Opportunities,13,31,357,2,2018,13,28
Key Run Opportunities,13,32,967,2,2018,13,28
Key Run Opportunities,13,33,1015,2,2018,13,26
Key Run Opportunities,13,34,593,1,2017,13,3
Key Run Opportunities,13,35,593,1,2017,13,10
Key Run Opportunities,13,36,489,1,2018,13,28
Key Run Opportunities,13,37,559,1,2018,13,28
Key Run Opportunities,13,38,593,1,2018,13,26
Pancake Blocks,13,0,489,3,2018,13,22
Pancake Blocks,13,1,489,1,2017,13,20
Pancake Blocks,13,2,750,1,2017,13,20
Pancake Blocks,13,3,1140,1,2017,13,3
Pancake Blocks,13,4,593,1,2017,13,10
Pancake Blocks,13,5,1140,1,2018,13,28
Passes Defensed,13,0,198,2,2017,13,20
Passes Defensed,13,1,316,2,2017,13,3
Passes Defensed,13,2,1075,2,2018,13,28
Passes Defensed,13,3,1075,2,2018,13,26
Passes Defensed,13,4,37,1,2017,13,20
Passes Defensed,13,5,316,1,2017,13,20
Passes Defensed,13,6,601,1,2017,13,20
Passes Defensed,13,7,1075,1,2017,13,20
Passes Defensed,13,8,341,1,2017,13,3
Passes Defensed,13,9,769,1,2017,13,3
Passes Defensed,13,10,1058,1,2017,13,3
Passes Defensed,13,11,1075,1,2017,13,3
Passes Defensed,13,12,830,1,2017,13,10
Passes Defensed,13,13,198,1,2018,13,22
Passes Defensed,13,14,1058,1,2018,13,22
Passes Defensed,13,15,1370,1,2018,13,22
Passes Defensed,13,16,1058,1,2018,13,28
Passes Defensed,13,17,582,1,2018,13,26
Passes Defensed,13,18,763,1,2018,13,26
Passes Defensed,13,19,1058,1,2018,13,26
Passes Defensed,13,20,1370,1,2018,13,26
Punt Return Yards,13,0,1500,56,2017,13,3
Punt Return Yards,13,1,1500,51,2018,13,22
Punt Return Yards,13,2,1500,39,2018,13,26
Punt Return Yards,13,3,875,24,2017,13,20
Punt Return Yards,13,4,1500,17,2018,13,28
Kickoff Return Yards,13,0,875,88,2018,13,28
Kickoff Return Yards,13,1,875,78,2017,13,3
Kickoff Return Yards,13,2,875,63,2017,13,20
Kickoff Return Yards,13,3,875,45,2018,13,26
Kickoff Return Yards,13,4,769,44,2017,13,10
Kickoff Return Yards,13,5,875,30,2018,13,22
Kickoff Return Yards,13,6,830,21,2018,13,28
Kickoff Return Yards,13,7,899,18,2018,13,22
Kickoff Return Yards,13,8,769,16,2017,13,20
Points Scored,13,0,1615,18,2018,13,28
Points Scored,13,1,1487,12,2017,13,3
Points Scored,13,2,1487,12,2018,13,22
Points Scored,13,3,1615,12,2018,13,22
Points Scored,13,4,1615,12,2018,13,26
Points Scored,13,5,1487,10,2018,13,28
Points Scored,13,6,1487,8,2017,13,20
Points Scored,13,7,1487,7,2017,13,10
Points Scored,13,8,1487,7,2018,13,26
Points Scored,13,9,40,6,2017,13,20
Points Scored,13,10,1615,6,2017,13,20
Points Scored,13,11,2546,6,2017,13,20
Points Scored,13,12,593,6,2017,13,3
Points Scored,13,13,1417,6,2017,13,3
Points Scored,13,14,2546,6,2017,13,3
Points Scored,13,15,282,6,2017,13,10
Points Scored,13,16,593,6,2017,13,10
Points Scored,13,17,875,6,2017,13,10
Points Scored,13,18,1417,6,2017,13,10
Points Scored,13,19,40,6,2018,13,22
Points Scored,13,20,899,6,2018,13,22
Points Scored,13,21,889,6,2018,13,28
Points Scored,13,22,899,6,2018,13,28
Points Scored,13,23,1075,6,2018,13,28
Points Scored,13,24,1500,6,2018,13,28
Points Scored,13,25,947,6,2018,13,26
Points Scored,13,26,1267,6,2018,13,26
Yards from Scrimmage,13,0,1615,284,2018,13,22
Yards from Scrimmage,13,1,1615,203,2018,13,28
Yards from Scrimmage,13,2,899,155,2018,13,28
Yards from Scrimmage,13,3,1267,143,2018,13,26
Yards from Scrimmage,13,4,1615,141,2017,13,3
Yards from Scrimmage,13,5,1615,118,2018,13,26
Yards from Scrimmage,13,6,1615,106,2017,13,20
Yards from Scrimmage,13,7,1615,91,2017,13,10
Yards from Scrimmage,13,8,1267,85,2017,13,3
Yards from Scrimmage,13,9,593,71,2017,13,10
Yards from Scrimmage,13,10,2546,62,2017,13,20
Yards from Scrimmage,13,11,2546,61,2017,13,10
Yards from Scrimmage,13,12,593,60,2017,13,20
Yards from Scrimmage,13,13,1009,59,2017,13,20
Yards from Scrimmage,13,14,40,55,2018,13,28
Yards from Scrimmage,13,15,1267,54,2017,13,10
Yards from Scrimmage,13,16,593,53,2018,13,26
Yards from Scrimmage,13,17,875,48,2018,13,26
Yards from Scrimmage,13,18,40,45,2017,13,10
Yards from Scrimmage,13,19,947,44,2018,13,28
Yards from Scrimmage,13,20,899,41,2018,13,22
Yards from Scrimmage,13,21,1267,39,2018,13,28
Yards from Scrimmage,13,22,593,34,2017,13,3
Yards from Scrimmage,13,23,357,33,2018,13,22
Yards from Scrimmage,13,24,593,33,2018,13,28
Yards from Scrimmage,13,25,40,31,2017,13,20
Yards from Scrimmage,13,26,899,31,2017,13,20
Yards from Scrimmage,13,27,778,31,2017,13,3
Yards from Scrimmage,13,28,875,30,2017,13,20
Yards from Scrimmage,13,29,899,29,2017,13,10
Yards from Scrimmage,13,30,1267,29,2018,13,22
Yards from Scrimmage,13,31,40,28,2018,13,22
Yards from Scrimmage,13,32,875,25,2017,13,10
Yards from Scrimmage,13,33,40,23,2017,13,3
Yards from Scrimmage,13,34,1267,21,2017,13,20
Yards from Scrimmage,13,35,357,19,2018,13,26
Yards from Scrimmage,13,36,357,18,2017,13,3
Yards from Scrimmage,13,37,2546,17,2017,13,3
Yards from Scrimmage,13,38,1417,16,2017,13,10
Yards from Scrimmage,13,39,899,16,2018,13,26
Yards from Scrimmage,13,40,875,13,2017,13,3
Yards from Scrimmage,13,41,593,12,2018,13,22
Yards from Scrimmage,13,42,1417,10,2017,13,3
Yards from Scrimmage,13,43,947,10,2018,13,26
Yards from Scrimmage,13,44,1500,9,2018,13,28
Yards from Scrimmage,13,45,357,8,2017,13,10
Yards from Scrimmage,13,46,1334,8,2018,13,26
Yards from Scrimmage,13,47,889,7,2018,13,28
Yards from Scrimmage,13,48,40,6,2018,13,26
Yards from Scrimmage,13,49,778,5,2017,13,20
Yards from Scrimmage,13,50,875,4,2018,13,22
Yards from Scrimmage,13,51,407,4,2018,13,28
Yards from Scrimmage,13,52,1500,3,2017,13,10
Yards from Scrimmage,13,53,1334,3,2018,13,22
All-Purpose Yards,13,0,1615,284,2018,13,22
All-Purpose Yards,13,1,1615,203,2018,13,28
All-Purpose Yards,13,2,899,155,2018,13,28
All-Purpose Yards,13,3,1267,143,2018,13,26
All-Purpose Yards,13,4,1615,141,2017,13,3
All-Purpose Yards,13,5,1615,118,2018,13,26
All-Purpose Yards,13,6,875,117,2017,13,20
All-Purpose Yards,13,7,1615,106,2017,13,20
All-Purpose Yards,13,8,875,93,2018,13,26
All-Purpose Yards,13,9,875,91,2017,13,3
All-Purpose Yards,13,10,1615,91,2017,13,10
All-Purpose Yards,13,11,875,88,2018,13,28
All-Purpose Yards,13,12,1267,85,2017,13,3
All-Purpose Yards,13,13,593,71,2017,13,10
All-Purpose Yards,13,14,1075,68,2018,13,28
All-Purpose Yards,13,15,282,64,2017,13,10
All-Purpose Yards,13,16,2546,62,2017,13,20
All-Purpose Yards,13,17,2546,61,2017,13,10
All-Purpose Yards,13,18,593,60,2017,13,20
All-Purpose Yards,13,19,1009,59,2017,13,20
All-Purpose Yards,13,20,899,59,2018,13,22
All-Purpose Yards,13,21,1500,56,2017,13,3
All-Purpose Yards,13,22,40,55,2018,13,28
All-Purpose Yards,13,23,1267,54,2017,13,10
All-Purpose Yards,13,24,593,53,2018,13,26
All-Purpose Yards,13,25,1500,51,2018,13,22
All-Purpose Yards,13,26,40,45,2017,13,10
All-Purpose Yards,13,27,769,44,2017,13,10
All-Purpose Yards,13,28,947,44,2018,13,28
All-Purpose Yards,13,29,1267,39,2018,13,28
All-Purpose Yards,13,30,1500,39,2018,13,26
All-Purpose Yards,13,31,593,34,2017,13,3
All-Purpose Yards,13,32,875,34,2018,13,22
All-Purpose Yards,13,33,357,33,2018,13,22
All-Purpose Yards,13,34,593,33,2018,13,28
All-Purpose Yards,13,35,40,31,2017,13,20
All-Purpose Yards,13,36,899,31,2017,13,20
All-Purpose Yards,13,37,778,31,2017,13,3
All-Purpose Yards,13,38,899,29,2017,13,10
All-Purpose Yards,13,39,1267,29,2018,13,22
All-Purpose Yards,13,40,40,28,2018,13,22
All-Purpose Yards,13,41,1500,26,2018,13,28
All-Purpose Yards,13,42,875,25,2017,13,10
All-Purpose Yards,13,43,40,23,2017,13,3
All-Purpose Yards,13,44,1267,21,2017,13,20
All-Purpose Yards,13,45,830,21,2018,13,28
All-Purpose Yards,13,46,357,19,2018,13,26
All-Purpose Yards,13,47,357,18,2017,13,3
All-Purpose Yards,13,48,2546,17,2017,13,3
All-Purpose Yards,13,49,769,16,2017,13,20
All-Purpose Yards,13,50,1417,16,2017,13,10
All-Purpose Yards,13,51,899,16,2018,13,26
All-Purpose Yards,13,52,593,12,2018,13,22
All-Purpose Yards,13,53,1417,10,2017,13,3
All-Purpose Yards,13,54,947,10,2018,13,26
All-Purpose Yards,13,55,357,8,2017,13,10
All-Purpose Yards,13,56,2206,8,2018,13,22
All-Purpose Yards,13,57,1334,8,2018,13,26
All-Purpose Yards,13,58,889,7,2018,13,28
All-Purpose Yards,13,59,40,6,2018,13,26
All-Purpose Yards,13,60,778,5,2017,13,20
All-Purpose Yards,13,61,407,4,2018,13,28
All-Purpose Yards,13,62,1500,3,2017,13,10
All-Purpose Yards,13,63,1334,3,2018,13,22
Quarterback Rating,15,0,592,1498,2018,15,17
Quarterback Rating,15,1,592,1207,2018,15,10
Quarterback Rating,15,2,592,851,2018,15,26
Pass Attempts,15,0,592,42,2018,15,26
Pass Attempts,15,1,592,33,2018,15,10
Pass Attempts,15,2,592,28,2018,15,17
Pass Completions,15,0,592,28,2018,15,10
Pass Completions,15,1,592,24,2018,15,26
Pass Completions,15,2,592,22,2018,15,17
Completion Percentage,15,0,592,848,2018,15,10
Completion Percentage,15,1,592,786,2018,15,17
Completion Percentage,15,2,592,571,2018,15,26
Passing Yards,15,0,592,368,2018,15,10
Passing Yards,15,1,592,293,2018,15,17
Passing Yards,15,2,592,277,2018,15,26
Yards per Pass Attempt,15,0,592,1115,2018,15,10
Yards per Pass Attempt,15,1,592,1046,2018,15,17
Yards per Pass Attempt,15,2,592,660,2018,15,26
Passing Touchdowns,15,0,592,4,2018,15,17
Passing Touchdowns,15,1,592,2,2018,15,10
Passing Touchdowns,15,2,592,1,2018,15,26
Times Sacked,15,0,592,3,2018,15,10
Times Sacked,15,1,592,3,2018,15,26
Times Sacked,15,2,592,2,2018,15,17
Rushing Attempts,15,0,618,13,2018,15,10
Rushing Attempts,15,1,618,12,2018,15,17
Rushing Attempts,15,2,1514,10,2018,15,10
Rushing Attempts,15,3,618,9,2018,15,26
Rushing Attempts,15,4,1514,7,2018,15,17
Rushing Attempts,15,5,592,5,2018,15,10
Rushing Attempts,15,6,1453,2,2018,15,10
Rushing Attempts,15,7,592,2,2018,15,26
Rushing Attempts,15,8,1514,2,2018,15,26
Rushing Attempts,15,9,957,1,2018,15,17
Rushing Attempts,15,10,1453,1,2018,15,26
Rushing Yards,15,0,618,63,2018,15,17
Rushing Yards,15,1,592,54,2018,15,10
Rushing Yards,15,2,1514,43,2018,15,10
Rushing Yards,15,3,618,39,2018,15,10
Rushing Yards,15,4,618,24,2018,15,26
Rushing Yards,15,5,1514,21,2018,15,17
Rushing Yards,15,6,1514,9,2018,15,26
Rushing Yards,15,7,592,8,2018,15,26
Rushing Yards,15,8,1453,3,2018,15,26
Rushing Yards,15,9,1453,1,2018,15,10
Rushing Touchdowns,15,0,618,1,2018,15,10
Receptions,15,0,352,8,2018,15,17
Receptions,15,1,352,8,2018,15,26
Receptions,15,2,352,7,2018,15,10
Receptions,15,3,957,7,2018,15,10
Receptions,15,4,1418,4,2018,15,10
Receptions,15,5,1514,4,2018,15,10
Receptions,15,6,1418,4,2018,15,26
Receptions,15,7,874,3,2018,15,10
Receptions,15,8,957,3,2018,15,17
Receptions,15,9,874,3,2018,15,26
Receptions,15,10,1341,3,2018,15,26
Receptions,15,11,1453,3,2018,15,26
Receptions,15,12,1453,2,2018,15,10
Receptions,15,13,874,2,2018,15,17
Receptions,15,14,1341,2,2018,15,17
Receptions,15,15,1418,2,2018,15,17
Receptions,15,16,1453,2,2018,15,17
Receptions,15,17,957,2,2018,15,26
Receptions,15,18,618,1,2018,15,10
Receptions,15,19,618,1,2018,15,17
Receptions,15,20,1514,1,2018,15,17
Receptions,15,21,3352,1,2018,15,17
Receptions,15,22,618,1,2018,15,26
Receiving Yards,15,0,957,135,2018,15,10
Receiving Yards,15,1,1418,83,2018,15,26
Receiving Yards,15,2,352,79,2018,15,10
Receiving Yards,15,3,352,77,2018,15,17
Receiving Yards,15,4,957,63,2018,15,26
Receiving Yards,15,5,352,61,2018,15,26
Receiving Yards,15,6,3352,52,2018,15,17
Receiving Yards,15,7,1514,47,2018,15,10
Receiving Yards,15,8,1453,38,2018,15,26
Receiving Yards,15,9,1453,37,2018,15,10
Receiving Yards,15,10,874,36,2018,15,17
Receiving Yards,15,11,957,34,2018,15,17
Receiving Yards,15,12,874,32,2018,15,10
Receiving Yards,15,13,1418,30,2018,15,10
Receiving Yards,15,14,1514,27,2018,15,17
Receiving Yards,15,15,1453,26,2018,15,17
Receiving Yards,15,16,1418,18,2018,15,17
Receiving Yards,15,17,874,16,2018,15,26
Receiving Yards,15,18,1341,16,2018,15,26
Receiving Yards,15,19,618,14,2018,15,17
Receiving Yards,15,20,1341,9,2018,15,17
Receiving Yards,15,21,618,8,2018,15,10
Yards per Reception,15,0,957,1929,2018,15,10
Yards per Reception,15,1,352,1129,2018,15,10
Yards per Reception,15,2,352,963,2018,15,17
Yards per Reception,15,3,352,763,2018,15,26
Receiving Touchdowns,15,0,352,1,2018,15,10
Receiving Touchdowns,15,1,957,1,2018,15,10
Receiving Touchdowns,15,2,352,1,2018,15,17
Receiving Touchdowns,15,3,957,1,2018,15,17
Receiving Touchdowns,15,4,1341,1,2018,15,17
Receiving Touchdowns,15,5,3352,1,2018,15,17
Receiving Touchdowns,15,6,1418,1,2018,15,26
Targeted Passes,15,0,352,14,2018,15,26
Targeted Passes,15,1,957,9,2018,15,10
Targeted Passes,15,2,352,9,2018,15,17
Targeted Passes,15,3,352,7,2018,15,10
Targeted Passes,15,4,874,7,2018,15,26
Targeted Passes,15,5,957,6,2018,15,26
Targeted Passes,15,6,1418,5,2018,15,10
Targeted Passes,15,7,957,5,2018,15,17
Targeted Passes,15,8,1418,5,2018,15,26
Targeted Passes,15,9,1453,4,2018,15,10
Targeted Passes,15,10,1514,4,2018,15,10
Targeted Passes,15,11,1453,4,2018,15,26
Targeted Passes,15,12,874,3,2018,15,10
Targeted Passes,15,13,874,3,2018,15,17
Targeted Passes,15,14,1453,3,2018,15,17
Targeted Passes,15,15,1341,3,2018,15,26
Targeted Passes,15,16,1341,2,2018,15,17
Targeted Passes,15,17,1418,2,2018,15,17
Targeted Passes,15,18,1514,2,2018,15,17
Targeted Passes,15,19,618,2,2018,15,26
Targeted Passes,15,20,618,1,2018,15,10
Targeted Passes,15,21,618,1,2018,15,17
Targeted Passes,15,22,3352,1,2018,15,17
Targeted Passes,15,23,1514,1,2018,15,26
Passes Dropped,15,0,352,1,2018,15,26
Interceptions,15,0,636,1,2018,15,17
Interceptions,15,1,1821,1,2018,15,17
Pass Defense Percentage,15,0,1821,1000,2018,15,17
Pass Defense Percentage,15,1,446,856,2018,15,17
Pass Defense Percentage,15,2,354,848,2018,15,10
Pass Defense Percentage,15,3,1023,848,2018,15,10
Pass Defense Percentage,15,4,636,821,2018,15,10
Pass Defense Percentage,15,5,1023,820,2018,15,26
Pass Defense Percentage,15,6,446,819,2018,15,10
Pass Defense Percentage,15,7,704,806,2018,15,10
Pass Defense Percentage,15,8,354,767,2018,15,26
Pass Defense Percentage,15,9,1127,760,2018,15,10
Pass Defense Percentage,15,10,354,754,2018,15,17
Pass Defense Percentage,15,11,704,749,2018,15,26
Pass Defense Percentage,15,12,1023,747,2018,15,17
Pass Defense Percentage,15,13,1127,747,2018,15,17
Pass Defense Percentage,15,14,636,730,2018,15,26
Pass Defense Percentage,15,15,636,722,2018,15,17
Pass Defense Percentage,15,16,494,720,2018,15,17
Pass Defense Percentage,15,17,494,700,2018,15,26
Pass Defense Percentage,15,18,704,660,2018,15,17
Pass Defense Percentage,15,19,494,616,2018,15,10
Pass Defense Percentage,15,20,446,616,2018,15,26
Pass Defense Percentage,15,21,1127,612,2018,15,26
Tackles,15,0,494,15,2018,15,26
Tackles,15,1,494,12,2018,15,10
Tackles,15,2,636,11,2018,15,17
Tackles,15,3,1023,10,2018,15,26
Tackles,15,4,354,9,2018,15,17
Tackles,15,5,704,8,2018,15,17
Tackles,15,6,1127,8,2018,15,26
Tackles,15,7,704,7,2018,15,10
Tackles,15,8,494,7,2018,15,17
Tackles,15,9,1023,7,2018,15,17
Tackles,15,10,636,7,2018,15,26
Tackles,15,11,704,7,2018,15,26
Tackles,15,12,1010,6,2018,15,17
Tackles,15,13,1127,6,2018,15,17
Tackles,15,14,446,5,2018,15,26
Tackles,15,15,1625,4,2018,15,10
Tackles,15,16,1625,4,2018,15,17
Tackles,15,17,354,4,2018,15,26
Tackles,15,18,1010,4,2018,15,26
Tackles,15,19,868,3,2018,15,17
Tackles,15,20,1625,3,2018,15,26
Tackles,15,21,89,2,2018,15,10
Tackles,15,22,354,2,2018,15,10
Tackles,15,23,636,2,2018,15,10
Tackles,15,24,868,2,2018,15,10
Tackles,15,25,1023,2,2018,15,10
Tackles,15,26,1127,2,2018,15,10
Tackles,15,27,224,2,2018,15,17
Tackles,15,28,446,2,2018,15,17
Tackles,15,29,89,2,2018,15,26
Tackles,15,30,1821,2,2018,15,26
Tackles,15,31,2274,2,2018,15,26
Tackles,15,32,224,1,2018,15,10
Tackles,15,33,446,1,2018,15,10
Tackles,15,34,621,1,2018,15,10
Tackles,15,35,957,1,2018,15,10
Tackles,15,36,1821,1,2018,15,10
Tackles,15,37,89,1,2018,15,17
Tackles,15,38,236,1,2018,15,17
Tackles,15,39,1147,1,2018,15,17
Tackles,15,40,224,1,2018,15,26
Tackles,15,41,868,1,2018,15,26
Assists,15,0,494,8,2018,15,26
Assists,15,1,494,5,2018,15,10
Assists,15,2,494,3,2018,15,17
Assists,15,3,636,3,2018,15,17
Assists,15,4,354,3,2018,15,26
Assists,15,5,704,3,2018,15,26
Assists,15,6,354,2,2018,15,10
Assists,15,7,1010,2,2018,15,10
Assists,15,8,1023,2,2018,15,10
Assists,15,9,224,2,2018,15,17
Assists,15,10,1010,2,2018,15,17
Assists,15,11,446,2,2018,15,26
Assists,15,12,868,2,2018,15,26
Assists,15,13,1023,2,2018,15,26
Assists,15,14,1625,2,2018,15,26
Assists,15,15,89,1,2018,15,10
Assists,15,16,236,1,2018,15,10
Assists,15,17,446,1,2018,15,10
Assists,15,18,636,1,2018,15,10
Assists,15,19,704,1,2018,15,10
Assists,15,20,1127,1,2018,15,10
