Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Passing Yards Allowed,9,25,304,2018,9,10
Passing Yards Allowed,9,26,308,2017,9,15
Passing Yards Allowed,9,27,316,2017,9,6
Passing Yards Allowed,9,28,318,2018,9,1
Passing Yards Allowed,9,29,320,2018,9,29
Passing Yards Allowed,9,30,332,2017,9,2
Passing Yards Allowed,9,31,340,2017,9,18
Rushing Yards,9,0,215,2018,9,15
Rushing Yards,9,1,205,2018,9,5
Rushing Yards,9,2,196,2018,9,5
Rushing Yards,9,3,169,2017,9,5
Rushing Yards,9,4,156,2017,9,22
Rushing Yards,9,5,141,2018,9,24
Rushing Yards,9,6,134,2018,9,25
Rushing Yards,9,7,129,2018,9,26
Rushing Yards,9,8,122,2017,9,1
Rushing Yards,9,9,121,2017,9,6
Rushing Yards,9,10,117,2017,9,27
Rushing Yards,9,11,117,2018,9,15
Rushing Yards,9,12,115,2018,9,0
Rushing Yards,9,13,113,2018,9,16
Rushing Yards,9,14,109,2017,9,2
Rushing Yards,9,15,109,2018,9,29
Rushing Yards,9,16,108,2018,9,10
Rushing Yards,9,17,107,2017,9,30
Rushing Yards,9,18,107,2018,9,10
Rushing Yards,9,19,103,2017,9,10
Rushing Yards,9,20,100,2017,9,4
Rushing Yards,9,21,100,2017,9,15
Rushing Yards,9,22,99,2017,9,10
Rushing Yards,9,23,96,2017,9,0
Rushing Yards,9,24,93,2018,9,14
Rushing Yards,9,25,93,2018,9,19
Rushing Yards,9,26,84,2017,9,15
Rushing Yards,9,27,84,2017,9,5
Rushing Yards,9,28,75,2018,9,3
Rushing Yards,9,29,62,2018,9,1
Rushing Yards,9,30,60,2017,9,18
Rushing Yards,9,31,46,2017,9,17
Rushing Yards Allowed,9,0,32,2017,9,27
Rushing Yards Allowed,9,1,50,2018,9,26
Rushing Yards Allowed,9,2,62,2017,9,30
Rushing Yards Allowed,9,3,63,2017,9,5
Rushing Yards Allowed,9,4,63,2017,9,6
Rushing Yards Allowed,9,5,69,2017,9,10
Rushing Yards Allowed,9,6,70,2018,9,19
Rushing Yards Allowed,9,7,71,2018,9,24
Rushing Yards Allowed,9,8,74,2018,9,25
Rushing Yards Allowed,9,9,83,2017,9,5
Rushing Yards Allowed,9,10,88,2017,9,4
Rushing Yards Allowed,9,11,90,2018,9,1
Rushing Yards Allowed,9,12,91,2018,9,0
Rushing Yards Allowed,9,13,92,2018,9,15
Rushing Yards Allowed,9,14,96,2017,9,10
Rushing Yards Allowed,9,15,96,2018,9,10
Rushing Yards Allowed,9,16,99,2017,9,2
Rushing Yards Allowed,9,17,106,2018,9,15
Rushing Yards Allowed,9,18,112,2017,9,15
Rushing Yards Allowed,9,19,115,2017,9,1
Rushing Yards Allowed,9,20,116,2017,9,22
Rushing Yards Allowed,9,21,121,2018,9,5
Rushing Yards Allowed,9,22,127,2018,9,16
Rushing Yards Allowed,9,23,133,2017,9,0
Rushing Yards Allowed,9,24,134,2018,9,29
Rushing Yards Allowed,9,25,142,2017,9,18
Rushing Yards Allowed,9,26,145,2018,9,3
Rushing Yards Allowed,9,27,150,2018,9,10
Rushing Yards Allowed,9,28,163,2018,9,5
Rushing Yards Allowed,9,29,174,2018,9,14
Rushing Yards Allowed,9,30,268,2017,9,17
Rushing Yards Allowed,9,31,282,2017,9,15
Total Yards,9,0,457,2017,9,22
Total Yards,9,1,450,2017,9,18
Total Yards,9,2,444,2017,9,10
Total Yards,9,3,442,2018,9,19
Total Yards,9,4,439,2017,9,4
Total Yards,9,5,434,2018,9,5
Total Yards,9,6,432,2017,9,0
Total Yards,9,7,422,2018,9,26
Total Yards,9,8,417,2018,9,16
Total Yards,9,9,413,2017,9,15
Total Yards,9,10,413,2018,9,5
Total Yards,9,11,403,2017,9,1
Total Yards,9,12,403,2018,9,15
Total Yards,9,13,391,2018,9,0
Total Yards,9,14,381,2017,9,5
Total Yards,9,15,380,2017,9,5
Total Yards,9,16,379,2017,9,30
Total Yards,9,17,379,2018,9,29
Total Yards,9,18,372,2018,9,10
Total Yards,9,19,358,2017,9,2
Total Yards,9,20,354,2018,9,24
Total Yards,9,21,353,2017,9,27
Total Yards,9,22,338,2018,9,25
Total Yards,9,23,337,2018,9,10
Total Yards,9,24,334,2017,9,6
Total Yards,9,25,323,2017,9,10
Total Yards,9,26,323,2018,9,14
Total Yards,9,27,308,2018,9,15
Total Yards,9,28,293,2018,9,1
Total Yards,9,29,290,2017,9,15
Total Yards,9,30,251,2018,9,3
Total Yards,9,31,236,2017,9,17
Total Yards Allowed,9,0,164,2017,9,5
Total Yards Allowed,9,1,215,2017,9,27
Total Yards Allowed,9,2,220,2018,9,24
Total Yards Allowed,9,3,269,2017,9,30
Total Yards Allowed,9,4,275,2017,9,22
Total Yards Allowed,9,5,281,2018,9,25
Total Yards Allowed,9,6,290,2018,9,5
Total Yards Allowed,9,7,308,2018,9,26
Total Yards Allowed,9,8,343,2017,9,5
Total Yards Allowed,9,9,351,2018,9,10
Total Yards Allowed,9,10,353,2017,9,4
Total Yards Allowed,9,11,353,2017,9,10
Total Yards Allowed,9,12,353,2018,9,19
Total Yards Allowed,9,13,356,2017,9,10
Total Yards Allowed,9,14,362,2017,9,0
Total Yards Allowed,9,15,367,2018,9,0
Total Yards Allowed,9,16,368,2017,9,6
Total Yards Allowed,9,17,375,2018,9,15
Total Yards Allowed,9,18,376,2017,9,17
Total Yards Allowed,9,19,379,2017,9,1
Total Yards Allowed,9,20,391,2018,9,16
Total Yards Allowed,9,21,391,2018,9,14
Total Yards Allowed,9,22,392,2018,9,3
Total Yards Allowed,9,23,399,2018,9,1
Total Yards Allowed,9,24,409,2018,9,15
Total Yards Allowed,9,25,415,2017,9,15
Total Yards Allowed,9,26,423,2017,9,2
Total Yards Allowed,9,27,427,2018,9,5
Total Yards Allowed,9,28,454,2018,9,10
Total Yards Allowed,9,29,454,2018,9,29
Total Yards Allowed,9,30,471,2017,9,18
Total Yards Allowed,9,31,483,2017,9,15
Pass Attempts,9,0,56,2017,9,18
Pass Attempts,9,1,50,2017,9,4
Pass Attempts,9,2,50,2017,9,10
Pass Attempts,9,3,49,2017,9,1
Pass Attempts,9,4,44,2017,9,6
Pass Attempts,9,5,42,2017,9,0
Pass Attempts,9,6,41,2017,9,27
Pass Attempts,9,7,41,2018,9,0
Pass Attempts,9,8,41,2018,9,10
Pass Attempts,9,9,40,2017,9,5
Pass Attempts,9,10,40,2018,9,29
Pass Attempts,9,11,39,2018,9,26
Pass Attempts,9,12,39,2018,9,10
Pass Attempts,9,13,38,2018,9,25
Pass Attempts,9,14,37,2017,9,2
Pass Attempts,9,15,36,2017,9,17
Pass Attempts,9,16,35,2017,9,10
Pass Attempts,9,17,35,2018,9,19
Pass Attempts,9,18,34,2017,9,15
Pass Attempts,9,19,33,2017,9,30
Pass Attempts,9,20,33,2018,9,24
Pass Attempts,9,21,32,2018,9,5
Pass Attempts,9,22,31,2018,9,5
Pass Attempts,9,23,31,2018,9,15
Pass Attempts,9,24,31,2018,9,3
Pass Attempts,9,25,30,2017,9,15
Pass Attempts,9,26,29,2017,9,5
Pass Attempts,9,27,28,2018,9,14
Pass Attempts,9,28,27,2017,9,22
Pass Attempts,9,29,27,2018,9,1
Pass Attempts,9,30,26,2018,9,16
Pass Attempts,9,31,26,2018,9,15
Rush Attempts,9,0,36,2018,9,5
Rush Attempts,9,1,34,2017,9,30
Rush Attempts,9,2,34,2018,9,25
Rush Attempts,9,3,34,2018,9,5
Rush Attempts,9,4,34,2018,9,15
Rush Attempts,9,5,32,2017,9,4
Rush Attempts,9,6,32,2017,9,5
Rush Attempts,9,7,32,2018,9,16
Rush Attempts,9,8,31,2017,9,22
Rush Attempts,9,9,30,2018,9,24
Rush Attempts,9,10,30,2018,9,10
Rush Attempts,9,11,29,2017,9,5
Rush Attempts,9,12,27,2017,9,10
Rush Attempts,9,13,27,2017,9,27
Rush Attempts,9,14,27,2018,9,19
Rush Attempts,9,15,26,2017,9,10
Rush Attempts,9,16,26,2018,9,15
Rush Attempts,9,17,25,2017,9,1
Rush Attempts,9,18,25,2017,9,15
Rush Attempts,9,19,25,2018,9,1
Rush Attempts,9,20,25,2018,9,26
Rush Attempts,9,21,25,2018,9,14
Rush Attempts,9,22,23,2018,9,0
Rush Attempts,9,23,22,2018,9,3
Rush Attempts,9,24,22,2018,9,29
Rush Attempts,9,25,21,2017,9,15
Rush Attempts,9,26,20,2017,9,0
Rush Attempts,9,27,19,2017,9,18
Rush Attempts,9,28,19,2017,9,2
Rush Attempts,9,29,19,2018,9,10
Rush Attempts,9,30,18,2017,9,6
Rush Attempts,9,31,14,2017,9,17
Points Scored,10,0,55,2018,10,25
Points Scored,10,1,45,2017,10,15
Points Scored,10,2,45,2017,10,27
Points Scored,10,3,41,2017,10,22
Points Scored,10,4,41,2018,10,3
Points Scored,10,5,41,2018,10,18
Points Scored,10,6,40,2018,10,14
Points Scored,10,7,38,2017,10,5
Points Scored,10,8,37,2017,10,7
Points Scored,10,9,31,2017,10,15
Points Scored,10,10,31,2017,10,9
Points Scored,10,11,31,2018,10,17
Points Scored,10,12,31,2018,10,26
Points Scored,10,13,28,2018,10,5
Points Scored,10,14,27,2017,10,1
Points Scored,10,15,27,2017,10,6
Points Scored,10,16,27,2017,10,2
Points Scored,10,17,27,2018,10,0
Points Scored,10,18,27,2018,10,9
Points Scored,10,19,24,2017,10,9
Points Scored,10,20,24,2017,10,5
Points Scored,10,21,24,2018,10,5
Points Scored,10,22,23,2018,10,15
Points Scored,10,23,23,2018,10,16
Points Scored,10,24,20,2017,10,30
Points Scored,10,25,20,2018,10,19
Points Scored,10,26,18,2018,10,9
Points Scored,10,27,17,2017,10,24
Points Scored,10,28,17,2017,10,4
Points Scored,10,29,17,2018,10,24
Points Scored,10,30,10,2017,10,17
Points Scored,10,31,10,2018,10,15
Points Allowed,10,0,7,2017,10,5
Points Allowed,10,1,7,2018,10,0
Points Allowed,10,2,8,2017,10,5
Points Allowed,10,3,10,2017,10,24
Points Allowed,10,4,10,2017,10,6
Points Allowed,10,5,10,2017,10,15
Points Allowed,10,6,12,2018,10,5
Points Allowed,10,7,13,2018,10,17
Points Allowed,10,8,13,2018,10,14
Points Allowed,10,9,14,2018,10,9
Points Allowed,10,10,17,2017,10,30
Points Allowed,10,11,17,2018,10,5
Points Allowed,10,12,18,2017,10,22
Points Allowed,10,13,19,2017,10,2
Points Allowed,10,14,19,2018,10,25
Points Allowed,10,15,19,2018,10,19
Points Allowed,10,16,20,2018,10,3
Points Allowed,10,17,21,2017,10,9
Points Allowed,10,18,22,2017,10,15
Points Allowed,10,19,23,2017,10,9
Points Allowed,10,20,24,2017,10,17
Points Allowed,10,21,28,2017,10,1
Points Allowed,10,22,28,2018,10,18
Points Allowed,10,23,29,2017,10,7
Points Allowed,10,24,29,2018,10,15
Points Allowed,10,25,30,2017,10,27
Points Allowed,10,26,31,2018,10,15
Points Allowed,10,27,31,2018,10,24
Points Allowed,10,28,32,2018,10,9
Points Allowed,10,29,33,2018,10,16
Points Allowed,10,30,35,2018,10,26
Points Allowed,10,31,41,2017,10,4
Passing Yards,10,0,405,2017,10,4
Passing Yards,10,1,332,2017,10,27
Passing Yards,10,2,304,2018,10,9
Passing Yards,10,3,304,2018,10,14
Passing Yards,10,4,300,2017,10,6
Passing Yards,10,5,300,2017,10,9
Passing Yards,10,6,294,2017,10,15
Passing Yards,10,7,289,2018,10,25
Passing Yards,10,8,286,2018,10,26
Passing Yards,10,9,285,2017,10,22
Passing Yards,10,10,284,2017,10,9
Passing Yards,10,11,280,2018,10,18
Passing Yards,10,12,276,2018,10,9
Passing Yards,10,13,265,2018,10,0
Passing Yards,10,14,260,2017,10,5
Passing Yards,10,15,253,2017,10,24
Passing Yards,10,16,248,2017,10,1
Passing Yards,10,17,244,2018,10,15
Passing Yards,10,18,237,2017,10,7
Passing Yards,10,19,232,2017,10,15
Passing Yards,10,20,231,2018,10,19
Passing Yards,10,21,226,2017,10,17
Passing Yards,10,22,226,2018,10,16
Passing Yards,10,23,205,2018,10,24
Passing Yards,10,24,194,2018,10,3
Passing Yards,10,25,178,2018,10,17
Passing Yards,10,26,174,2018,10,5
Passing Yards,10,27,172,2017,10,30
Passing Yards,10,28,172,2018,10,15
Passing Yards,10,29,166,2017,10,5
Passing Yards,10,30,159,2018,10,5
Passing Yards,10,31,134,2017,10,2
Passing Yards Allowed,10,0,97,2018,10,0
Passing Yards Allowed,10,1,152,2017,10,17
Passing Yards Allowed,10,2,156,2018,10,14
Passing Yards Allowed,10,3,163,2018,10,5
Passing Yards Allowed,10,4,169,2017,10,27
Passing Yards Allowed,10,5,179,2017,10,1
Passing Yards Allowed,10,6,185,2017,10,5
Passing Yards Allowed,10,7,190,2017,10,22
Passing Yards Allowed,10,8,197,2018,10,17
Passing Yards Allowed,10,9,201,2017,10,5
Passing Yards Allowed,10,10,213,2017,10,30
Passing Yards Allowed,10,11,214,2018,10,5
Passing Yards Allowed,10,12,225,2017,10,4
Passing Yards Allowed,10,13,232,2017,10,24
Passing Yards Allowed,10,14,240,2017,10,6
Passing Yards Allowed,10,15,242,2017,10,15
Passing Yards Allowed,10,16,242,2018,10,9
Passing Yards Allowed,10,17,242,2018,10,19
Passing Yards Allowed,10,18,245,2017,10,2
Passing Yards Allowed,10,19,249,2018,10,25
Passing Yards Allowed,10,20,250,2017,10,9
Passing Yards Allowed,10,21,250,2018,10,16
Passing Yards Allowed,10,22,265,2018,10,9
Passing Yards Allowed,10,23,270,2018,10,24
Passing Yards Allowed,10,24,294,2018,10,15
Passing Yards Allowed,10,25,310,2018,10,15
Passing Yards Allowed,10,26,329,2018,10,26
Passing Yards Allowed,10,27,344,2017,10,15
Passing Yards Allowed,10,28,348,2017,10,9
Passing Yards Allowed,10,29,358,2018,10,3
Passing Yards Allowed,10,30,371,2017,10,7
Passing Yards Allowed,10,31,425,2018,10,18
Rushing Yards,10,0,247,2017,10,22
Rushing Yards,10,1,217,2018,10,15
Rushing Yards,10,2,209,2017,10,1
Rushing Yards,10,3,198,2018,10,0
Rushing Yards,10,4,177,2017,10,15
Rushing Yards,10,5,175,2017,10,30
Rushing Yards,10,6,173,2018,10,5
Rushing Yards,10,7,166,2018,10,5
Rushing Yards,10,8,165,2018,10,17
Rushing Yards,10,9,162,2017,10,27
Rushing Yards,10,10,150,2018,10,9
Rushing Yards,10,11,149,2018,10,3
Rushing Yards,10,12,147,2018,10,25
Rushing Yards,10,13,145,2017,10,2
Rushing Yards,10,14,142,2017,10,4
Rushing Yards,10,15,141,2017,10,7
Rushing Yards,10,16,134,2018,10,26
Rushing Yards,10,17,133,2018,10,19
Rushing Yards,10,18,121,2017,10,15
Rushing Yards,10,19,120,2017,10,5
Rushing Yards,10,20,114,2018,10,18
Rushing Yards,10,21,110,2017,10,6
Rushing Yards,10,22,104,2018,10,14
Rushing Yards,10,23,103,2017,10,17
Rushing Yards,10,24,102,2017,10,5
Rushing Yards,10,25,96,2017,10,9
Rushing Yards,10,26,96,2018,10,15
Rushing Yards,10,27,96,2018,10,9
Rushing Yards,10,28,84,2018,10,24
Rushing Yards,10,29,79,2018,10,16
Rushing Yards,10,30,69,2017,10,24
Rushing Yards,10,31,69,2017,10,9
Rushing Yards Allowed,10,0,31,2017,10,2
Rushing Yards Allowed,10,1,48,2017,10,15
Rushing Yards Allowed,10,2,56,2018,10,0
Rushing Yards Allowed,10,3,57,2017,10,5
Rushing Yards Allowed,10,4,67,2017,10,6
Rushing Yards Allowed,10,5,72,2017,10,24
Rushing Yards Allowed,10,6,87,2018,10,17
Rushing Yards Allowed,10,7,95,2018,10,25
Rushing Yards Allowed,10,8,98,2017,10,22
Rushing Yards Allowed,10,9,98,2018,10,26
Rushing Yards Allowed,10,10,99,2017,10,9
Rushing Yards Allowed,10,11,103,2017,10,9
Rushing Yards Allowed,10,12,107,2018,10,9
Rushing Yards Allowed,10,13,108,2018,10,9
Rushing Yards Allowed,10,14,109,2018,10,14
Rushing Yards Allowed,10,15,111,2018,10,19
Rushing Yards Allowed,10,16,113,2018,10,3
Rushing Yards Allowed,10,17,114,2018,10,5
Rushing Yards Allowed,10,18,116,2018,10,16
Rushing Yards Allowed,10,19,119,2018,10,18
Rushing Yards Allowed,10,20,120,2017,10,15
Rushing Yards Allowed,10,21,121,2018,10,5
Rushing Yards Allowed,10,22,131,2017,10,5
Rushing Yards Allowed,10,23,132,2017,10,27
Rushing Yards Allowed,10,24,134,2017,10,30
Rushing Yards Allowed,10,25,138,2017,10,17
Rushing Yards Allowed,10,26,145,2018,10,24
Rushing Yards Allowed,10,27,149,2018,10,15
Rushing Yards Allowed,10,28,150,2017,10,7
Rushing Yards Allowed,10,29,157,2018,10,15
Rushing Yards Allowed,10,30,166,2017,10,4
Rushing Yards Allowed,10,31,182,2017,10,1
Total Yards,10,0,530,2017,10,4
Total Yards,10,1,511,2017,10,22
Total Yards,10,2,494,2017,10,27
Total Yards,10,3,460,2017,10,15
Total Yards,10,4,457,2018,10,0
Total Yards,10,5,454,2018,10,9
Total Yards,10,6,440,2017,10,1
Total Yards,10,7,430,2018,10,25
Total Yards,10,8,404,2017,10,6
Total Yards,10,9,398,2018,10,26
Total Yards,10,10,394,2018,10,14
Total Yards,10,11,393,2018,10,18
Total Yards,10,12,378,2018,10,15
Total Yards,10,13,360,2017,10,7
Total Yards,10,14,356,2017,10,9
Total Yards,10,15,353,2017,10,9
Total Yards,10,16,351,2018,10,9
Total Yards,10,17,350,2017,10,5
Total Yards,10,18,349,2018,10,19
Total Yards,10,19,342,2018,10,3
Total Yards,10,20,341,2017,10,30
Total Yards,10,21,338,2017,10,15
Total Yards,10,22,332,2018,10,17
Total Yards,10,23,331,2018,10,5
Total Yards,10,24,327,2018,10,5
Total Yards,10,25,322,2017,10,24
Total Yards,10,26,301,2017,10,17
Total Yards,10,27,300,2018,10,16
Total Yards,10,28,293,2018,10,15
Total Yards,10,29,277,2017,10,5
Total Yards,10,30,269,2017,10,2
Total Yards,10,31,265,2018,10,24
Total Yards Allowed,10,0,127,2018,10,0
Total Yards Allowed,10,1,231,2017,10,2
Total Yards Allowed,10,2,253,2017,10,5
Total Yards Allowed,10,3,253,2018,10,14
Total Yards Allowed,10,4,260,2018,10,17
Total Yards Allowed,10,5,262,2017,10,22
Total Yards Allowed,10,6,273,2017,10,15
Total Yards Allowed,10,7,278,2017,10,17
Total Yards Allowed,10,8,280,2017,10,24
Total Yards Allowed,10,9,280,2017,10,6
Total Yards Allowed,10,10,284,2018,10,5
Total Yards Allowed,10,11,290,2017,10,27
Total Yards Allowed,10,12,303,2017,10,5
Total Yards Allowed,10,13,317,2018,10,5
Total Yards Allowed,10,14,319,2018,10,25
Total Yards Allowed,10,15,323,2017,10,9
Total Yards Allowed,10,16,326,2018,10,19
Total Yards Allowed,10,17,331,2017,10,30
Total Yards Allowed,10,18,337,2018,10,9
Total Yards Allowed,10,19,341,2018,10,16
Total Yards Allowed,10,20,361,2017,10,1
Total Yards Allowed,10,21,372,2018,10,9
Total Yards Allowed,10,22,374,2017,10,4
Total Yards Allowed,10,23,400,2018,10,24
Total Yards Allowed,10,24,420,2018,10,15
Total Yards Allowed,10,25,420,2018,10,26
Total Yards Allowed,10,26,444,2017,10,9
Total Yards Allowed,10,27,445,2018,10,3
Total Yards Allowed,10,28,448,2017,10,15
Total Yards Allowed,10,29,459,2018,10,15
Total Yards Allowed,10,30,501,2017,10,7
Total Yards Allowed,10,31,534,2018,10,18
Pass Attempts,10,0,63,2017,10,4
Pass Attempts,10,1,41,2018,10,16
Pass Attempts,10,2,41,2018,10,9
Pass Attempts,10,3,40,2018,10,15
Pass Attempts,10,4,39,2018,10,0
Pass Attempts,10,5,38,2018,10,25
Pass Attempts,10,6,37,2018,10,19
Pass Attempts,10,7,36,2017,10,5
Pass Attempts,10,8,36,2017,10,22
Pass Attempts,10,9,36,2018,10,24
Pass Attempts,10,10,34,2017,10,1
Pass Attempts,10,11,34,2018,10,26
Pass Attempts,10,12,34,2018,10,14
Pass Attempts,10,13,33,2017,10,6
Pass Attempts,10,14,33,2017,10,9
Pass Attempts,10,15,32,2017,10,7
Pass Attempts,10,16,32,2018,10,18
Pass Attempts,10,17,31,2018,10,9
Pass Attempts,10,18,31,2018,10,15
Pass Attempts,10,19,30,2017,10,5
Pass Attempts,10,20,30,2017,10,9
Pass Attempts,10,21,30,2017,10,27
Pass Attempts,10,22,29,2017,10,24
Pass Attempts,10,23,29,2017,10,17
Pass Attempts,10,24,29,2017,10,15
Pass Attempts,10,25,29,2018,10,3
Pass Attempts,10,26,25,2017,10,15
Pass Attempts,10,27,25,2017,10,30
Pass Attempts,10,28,25,2018,10,5
Pass Attempts,10,29,25,2018,10,5
Pass Attempts,10,30,23,2017,10,2
Pass Attempts,10,31,21,2018,10,17
Rush Attempts,10,0,40,2017,10,15
Rush Attempts,10,1,38,2017,10,30
Rush Attempts,10,2,37,2017,10,2
Rush Attempts,10,3,37,2017,10,22
Rush Attempts,10,4,37,2018,10,17
Rush Attempts,10,5,36,2018,10,0
Rush Attempts,10,6,36,2018,10,5
Rush Attempts,10,7,35,2017,10,27
Rush Attempts,10,8,35,2018,10,15
Rush Attempts,10,9,34,2017,10,1
Rush Attempts,10,10,34,2018,10,25
Rush Attempts,10,11,34,2018,10,5
Rush Attempts,10,12,33,2018,10,14
Rush Attempts,10,13,32,2017,10,7
Rush Attempts,10,14,32,2018,10,9
Rush Attempts,10,15,30,2017,10,6
Rush Attempts,10,16,30,2017,10,15
Rush Attempts,10,17,29,2017,10,24
Rush Attempts,10,18,29,2018,10,3
Rush Attempts,10,19,28,2017,10,5
Rush Attempts,10,20,27,2017,10,5
Rush Attempts,10,21,27,2018,10,18
Rush Attempts,10,22,26,2017,10,17
Rush Attempts,10,23,26,2017,10,9
Rush Attempts,10,24,26,2018,10,26
Rush Attempts,10,25,25,2018,10,9
Rush Attempts,10,26,21,2018,10,19
Rush Attempts,10,27,20,2018,10,15
Rush Attempts,10,28,19,2018,10,24
Rush Attempts,10,29,19,2018,10,16
Rush Attempts,10,30,18,2017,10,4
Rush Attempts,10,31,18,2017,10,9
Points Scored,11,0,35,2017,11,22
Points Scored,11,1,30,2017,11,6
Points Scored,11,2,29,2017,11,12
Points Scored,11,3,27,2017,11,0
Points Scored,11,4,27,2018,11,7
Points Scored,11,5,27,2018,11,12
Points Scored,11,6,27,2018,11,29
Points Scored,11,7,27,2018,11,31
Points Scored,11,8,24,2017,11,25
Points Scored,11,9,24,2018,11,12
Points Scored,11,10,23,2018,11,20
Points Scored,11,11,23,2018,11,18
Points Scored,11,12,21,2017,11,2
Points Scored,11,13,21,2018,11,31
Points Scored,11,14,20,2017,11,30
Points Scored,11,15,20,2017,11,28
Points Scored,11,16,20,2018,11,16
Points Scored,11,17,19,2017,11,8
Points Scored,11,18,17,2018,11,28
Points Scored,11,19,16,2018,11,3
Points Scored,11,20,13,2017,11,26
Points Scored,11,21,13,2017,11,31
Points Scored,11,22,13,2018,11,19
Points Scored,11,23,13,2018,11,14
Points Scored,11,24,13,2018,11,21
Points Scored,11,25,13,2018,11,28
Points Scored,11,26,10,2017,11,12
Points Scored,11,27,10,2017,11,3
Points Scored,11,28,10,2018,11,6
Points Scored,11,29,7,2017,11,28
Points Scored,11,30,6,2017,11,24
Points Allowed,11,0,3,2017,11,25
Points Allowed,11,1,3,2018,11,16
Points Allowed,11,2,6,2018,11,19
Points Allowed,11,3,7,2017,11,8
Points Allowed,11,4,7,2018,11,3
Points Allowed,11,5,9,2017,11,26
Points Allowed,11,6,10,2018,11,12
Points Allowed,11,7,13,2017,11,30
Points Allowed,11,8,13,2017,11,24
Points Allowed,11,9,13,2017,11,28
Points Allowed,11,10,13,2018,11,31
Points Allowed,11,11,14,2018,11,18
Points Allowed,11,12,16,2018,11,21
Points Allowed,11,13,17,2017,11,28
Points Allowed,11,14,17,2017,11,3
Points Allowed,11,15,17,2018,11,12
Points Allowed,11,16,20,2018,11,29
Points Allowed,11,17,23,2017,11,12
Points Allowed,11,18,24,2017,11,0
Points Allowed,11,19,24,2018,11,7
Points Allowed,11,20,24,2018,11,14
Points Allowed,11,21,25,2018,11,31
Points Allowed,11,22,26,2017,11,12
Points Allowed,11,23,26,2017,11,31
Points Allowed,11,24,27,2017,11,22
Points Allowed,11,25,30,2018,11,28
Points Allowed,11,26,30,2018,11,28
Points Allowed,11,27,34,2017,11,31
Points Allowed,11,28,36,2017,11,6
Points Allowed,11,29,37,2018,11,20
Points Allowed,11,30,40,2018,11,6
Points Allowed,11,31,47,2017,11,2
Passing Yards,11,0,370,2017,11,2
Passing Yards,11,1,338,2018,11,19
Passing Yards,11,2,328,2017,11,6
Passing Yards,11,3,301,2017,11,31
Passing Yards,11,4,280,2018,11,12
Passing Yards,11,5,277,2017,11,0
Passing Yards,11,6,270,2017,11,30
Passing Yards,11,7,266,2017,11,25
Passing Yards,11,8,264,2018,11,7
Passing Yards,11,9,255,2017,11,22
Passing Yards,11,10,251,2018,11,20
Passing Yards,11,11,245,2018,11,29
Passing Yards,11,12,243,2017,11,12
Passing Yards,11,13,243,2017,11,28
Passing Yards,11,14,242,2017,11,12
Passing Yards,11,15,236,2018,11,31
Passing Yards,11,16,227,2017,11,8
Passing Yards,11,17,227,2018,11,16
Passing Yards,11,18,224,2017,11,3
Passing Yards,11,19,223,2018,11,3
Passing Yards,11,20,222,2018,11,28
Passing Yards,11,21,213,2018,11,21
Passing Yards,11,22,204,2018,11,14
Passing Yards,11,23,193,2018,11,12
Passing Yards,11,24,188,2018,11,31
Passing Yards,11,25,184,2017,11,31
Passing Yards,11,26,175,2018,11,6
Passing Yards,11,27,172,2018,11,28
Passing Yards,11,28,169,2017,11,24
Passing Yards,11,29,164,2017,11,28
Passing Yards,11,30,162,2018,11,18
Passing Yards,11,31,139,2017,11,26
Passing Yards Allowed,11,0,106,2018,11,19
Passing Yards Allowed,11,1,133,2018,11,16
Passing Yards Allowed,11,2,144,2017,11,24
Passing Yards Allowed,11,3,153,2017,11,3
Passing Yards Allowed,11,4,153,2017,11,8
Passing Yards Allowed,11,5,154,2017,11,26
Passing Yards Allowed,11,6,163,2018,11,3
Passing Yards Allowed,11,7,184,2018,11,29
Passing Yards Allowed,11,8,190,2018,11,20
Passing Yards Allowed,11,9,205,2018,11,18
Passing Yards Allowed,11,10,207,2017,11,22
Passing Yards Allowed,11,11,209,2018,11,21
Passing Yards Allowed,11,12,214,2018,11,28
Passing Yards Allowed,11,13,216,2018,11,31
Passing Yards Allowed,11,14,220,2017,11,0
Passing Yards Allowed,11,15,227,2018,11,31
Passing Yards Allowed,11,16,235,2017,11,12
Passing Yards Allowed,11,17,244,2018,11,6
Passing Yards Allowed,11,18,249,2018,11,14
Passing Yards Allowed,11,19,252,2018,11,28
Passing Yards Allowed,11,20,254,2017,11,31
Passing Yards Allowed,11,21,260,2017,11,25
Passing Yards Allowed,11,22,260,2017,11,12
Passing Yards Allowed,11,23,262,2017,11,30
Passing Yards Allowed,11,24,283,2017,11,28
Passing Yards Allowed,11,25,289,2017,11,28
Passing Yards Allowed,11,26,305,2018,11,12
Passing Yards Allowed,11,27,339,2018,11,7
Passing Yards Allowed,11,28,366,2018,11,12
Passing Yards Allowed,11,29,404,2017,11,2
Passing Yards Allowed,11,30,406,2017,11,31
Passing Yards Allowed,11,31,434,2017,11,6
Rushing Yards,11,0,200,2017,11,25
Rushing Yards,11,1,177,2017,11,8
Rushing Yards,11,2,175,2018,11,18
Rushing Yards,11,3,173,2018,11,31
Rushing Yards,11,4,150,2017,11,0
Rushing Yards,11,5,138,2018,11,16
Rushing Yards,11,6,136,2017,11,22
Rushing Yards,11,7,132,2017,11,28
Rushing Yards,11,8,131,2018,11,29
