Staff_ID,Last_Name,First_Name,Current_Team,Role,Primary_Group,Salary,Player_Development,Young_Player_Development,Motivation,Discipline,Play_Calling,Strength_Training,Conditioning,Offensive_Style,Offensive_Plays,Defensive_Front,Scouting_Ability,Interviewing,Age,Retired,Years_on_Contract,Suitable_Head_Coach,Suitable_Offensive_Coordinator,Suitable_Defensive_Coordinator,Suitable_Assistant_Coach,Suitable_Strength_Coordinator
200,Bowden,Josh,99,None,Strength,0,0,0,0,0,0,54,37,0,0,0,0,0,55,0,0,0,0,0,0,42
201,Parker,Rico,99,None,Strength,0,0,0,0,0,0,37,55,0,0,0,0,0,40,0,0,0,0,0,0,43
202,Cooper,Bobby,10,Strength Coordinator,Strength,108,0,0,0,0,0,75,48,0,0,0,0,0,52,0,3,0,0,0,0,62
203,Montgomery,Chance,99,None,Wide Receivers,0,43,39,35,25,46,0,0,1,61,0,44,36,56,0,0,32,38,0,36,0
204,Samuels,Kody,99,None,Offensive Linemen,0,12,13,70,3,5,0,0,3,69,0,31,72,36,0,0,37,17,0,24,0
205,Roach,Isaac,99,None,Offensive Linemen,0,67,43,32,44,51,0,0,1,66,0,52,25,45,0,0,38,48,0,41,0
206,Clark,Mark,99,None,Strength,0,0,0,0,0,0,6,52,0,0,0,0,0,34,0,0,0,0,0,0,32
207,Babic,Lucas,28,Strength Coordinator,Strength,103,0,0,0,0,0,33,75,0,0,0,0,0,57,0,3,0,0,0,0,53
208,LeBoeuf,Damian,6,Assistant Coach,Defensive Linemen,163,41,59,37,70,11,0,0,0,0,4,56,75,44,0,4,48,0,40,52,0
209,Gullett,Frederick,99,None,Linebackers,0,37,31,61,67,2,0,0,0,0,3,31,48,41,0,0,47,0,23,33,0
210,Harper,Ike,99,None,Wide Receivers,0,49,83,34,42,25,0,0,4,62,0,30,18,54,0,0,40,43,0,56,0
211,Farmer,Bradley,99,None,Defensive Linemen,0,90,19,27,99,23,0,0,0,0,2,40,44,55,0,0,50,0,40,40,0
212,Particelli,Roosevelt,4,Assistant Coach,Wide Receivers,345,36,85,37,32,39,0,0,4,62,0,41,95,56,0,3,46,51,0,63,0
213,Kiely,Colin,26,Offensive Coordinator,Quarterbacks,193,35,49,24,70,56,0,0,2,65,0,87,63,58,0,4,43,56,0,50,0
214,Fitzgerald,Austin,99,None,Defensive Linemen,0,28,10,35,16,49,0,0,0,0,1,27,28,51,0,0,24,0,24,17,0
215,McCarthy,Brett,99,None,Strength,0,0,0,0,0,0,51,28,0,0,0,0,0,48,0,0,0,0,0,0,36
216,Glenn,Jumbo,99,None,Quarterbacks,0,65,55,61,62,59,0,0,1,60,0,12,31,45,0,0,51,42,0,44,0
217,Stewart,Francisco,99,None,Tight Ends,0,68,10,64,81,74,0,0,2,59,0,26,12,34,0,0,50,38,0,25,0
218,O'Neill,Cory,99,None,Tight Ends,0,66,20,58,59,17,0,0,6,64,0,30,79,50,0,0,52,32,0,36,0
219,Ward,Tristan,15,Strength Coordinator,Strength,128,0,0,0,0,0,61,61,0,0,0,0,0,38,0,3,0,0,0,0,57
220,Gatewood,Brayden,99,None,Tight Ends,0,34,66,34,44,12,0,0,1,65,0,51,73,43,0,0,42,40,0,54,0
221,Oliver,Malik,99,None,Linebackers,0,69,1,48,16,30,0,0,0,0,3,5,47,41,0,0,39,0,26,25,0
222,Holmes,Todd,99,None,Tight Ends,0,48,38,57,38,9,0,0,6,58,0,43,68,44,0,0,46,33,0,40,0
223,Brock,Justin,22,Assistant Coach,Running Backs,179,65,53,70,33,17,0,0,3,62,0,72,52,41,0,4,55,49,0,56,0
224,Ferguson,Mark,10,Offensive Coordinator,Quarterbacks,234,54,80,54,48,51,0,0,6,58,0,69,39,38,0,3,51,61,0,62,0
225,Lowe,Owen,8,Strength Coordinator,Strength,172,0,0,0,0,0,84,44,0,0,0,0,0,51,0,3,0,0,0,0,62
226,Finley,Jamie,99,None,Strength,0,0,0,0,0,0,33,59,0,0,0,0,0,34,0,0,0,0,0,0,42
227,Grieg,Cooper,99,None,Strength,0,0,0,0,0,0,81,9,0,0,0,0,0,46,0,0,0,0,0,0,39
228,Prior,Mario,99,None,Quarterbacks,0,75,28,42,87,20,0,0,1,61,0,63,78,56,0,0,58,45,0,49,0
229,Rayford,Luis,99,None,Running Backs,0,58,48,60,71,40,0,0,5,63,0,67,24,51,0,0,52,49,0,47,0
230,Butler,Emmitt,99,None,Tight Ends,0,45,20,56,75,63,0,0,2,62,0,24,14,58,0,0,43,34,0,25,0
231,Wasserman,Camden,99,None,Offensive Linemen,0,60,35,47,22,49,0,0,2,58,0,37,76,57,0,0,45,43,0,44,0
232,Tucker,Kristopher,99,None,Linebackers,0,45,69,71,34,46,0,0,0,0,1,7,36,50,0,0,49,0,39,47,0
233,Floyd,Al,99,None,Offensive Linemen,0,61,21,45,53,24,0,0,2,62,0,50,38,39,0,0,44,37,0,36,0
234,Firestone,Terrell,99,None,Defensive Linemen,0,71,41,33,72,53,0,0,0,0,4,22,37,59,0,0,45,0,44,45,0
235,Douglas,Tre,0,Assistant Coach,Tight Ends,171,54,71,60,32,44,0,0,2,63,0,46,46,43,0,4,48,51,0,54,0
236,Burgess,Rondell,99,None,Offensive Linemen,0,39,46,25,39,42,0,0,2,69,0,71,33,55,0,0,32,45,0,42,0
237,McCarthy,Kevin,7,Strength Coordinator,Strength,254,0,0,0,0,0,96,83,0,0,0,0,0,55,0,3,0,0,0,0,88
238,Shepard,Cody,99,None,Quarterbacks,0,12,43,10,50,8,0,0,6,59,0,62,5,45,0,0,20,27,0,30,0
239,Furman,Kyle,99,None,Strength,0,0,0,0,0,0,32,45,0,0,0,0,0,56,0,0,0,0,0,0,41
240,Soltis,Nate,99,None,Linebackers,0,31,57,20,78,69,0,0,0,0,2,58,3,51,0,0,31,0,48,39,0
241,Nunley,Moe,99,None,Running Backs,0,19,39,71,47,37,0,0,6,58,0,61,88,55,0,0,53,40,0,45,0
242,Male,Ruben,19,Head Coach,Offensive Linemen,959,79,64,62,56,0,0,0,5,65,0,34,81,50,0,4,61,45,0,59,0
243,Gailey,Gabe,99,None,Defensive Linemen,0,62,20,62,36,47,0,0,0,0,3,62,51,37,0,0,49,0,44,36,0
244,Kelly,Carter,24,Offensive Coordinator,Quarterbacks,263,56,69,42,63,68,0,0,4,63,0,42,41,45,0,4,48,56,0,56,0
245,Brown,Deon,20,Strength Coordinator,Strength,86,0,0,0,0,0,45,64,0,0,0,0,0,48,0,3,0,0,0,0,52
246,Robledo,Elijah,26,Strength Coordinator,Strength,84,0,0,0,0,0,65,44,0,0,0,0,0,43,0,3,0,0,0,0,52
247,Peters,Ethan,13,Defensive Coordinator,Secondary,214,61,30,2,72,69,0,0,0,0,4,81,71,51,0,3,38,0,58,48,0
248,Inzinna,Hector,29,Head Coach,Wide Receivers,740,68,60,91,88,18,0,0,2,68,0,98,43,53,0,3,71,57,0,60,0
249,Sugarman,Burt,99,None,Strength,0,0,0,0,0,0,44,36,0,0,0,0,0,56,0,0,0,0,0,0,38
250,Fix,Rob,99,None,Offensive Linemen,0,72,20,59,71,54,0,0,1,62,0,61,59,36,0,0,56,47,0,40,0
251,Kelley,Darnell,99,None,Quarterbacks,0,69,52,48,41,69,0,0,2,63,0,16,96,59,0,0,53,51,0,54,0
252,Clinton,Marshall,99,None,Quarterbacks,0,24,21,75,71,65,0,0,6,60,0,66,33,56,0,0,47,40,0,29,0
253,Wynn,Darrell,99,None,Strength,0,0,0,0,0,0,19,71,0,0,0,0,0,38,0,0,0,0,0,0,44
254,Starks,Dana,3,Assistant Coach,Linebackers,163,60,72,70,47,21,0,0,0,0,1,40,62,44,0,3,57,0,46,58,0
255,Marzano,Jon,28,Defensive Coordinator,Defensive Linemen,247,50,70,48,74,63,0,0,0,0,3,51,20,46,0,4,48,0,53,51,0
256,Rolf,Blaine,19,Offensive Coordinator,Running Backs,412,83,79,33,32,44,0,0,3,64,0,80,28,57,0,3,47,66,0,66,0
257,Orlando,Glen,99,None,Tight Ends,0,68,4,19,50,42,0,0,2,58,0,34,37,42,0,0,33,35,0,27,0
258,Leupold,Malik,99,None,Linebackers,0,60,53,0,29,41,0,0,0,0,1,52,73,42,0,0,33,0,50,52,0
259,Grier,Adam,99,None,Running Backs,0,76,28,33,59,40,0,0,5,69,0,81,32,53,0,0,44,50,0,41,0
260,Vance,Jaylen,22,Head Coach,Tight Ends,580,78,19,93,34,42,0,0,6,67,0,77,84,59,0,3,67,51,0,47,0
261,Morris,Vincent,99,None,Strength,0,0,0,0,0,0,20,14,0,0,0,0,0,44,0,0,0,0,0,0,18
262,Stevenson,Axel,99,None,Linebackers,0,28,31,35,28,24,0,0,0,0,1,27,55,38,0,0,32,0,27,32,0
263,Phillips,Harvey,99,None,Running Backs,0,61,41,34,65,5,0,0,1,69,0,43,73,46,0,0,47,38,0,48,0
264,Vanden Bosch,Kris,24,Defensive Coordinator,Secondary,263,68,54,14,17,66,0,0,0,0,3,52,21,47,0,4,29,0,54,45,0
265,MacMillan,Eugene,99,None,Quarterbacks,0,59,34,0,30,5,0,0,3,64,0,24,49,40,0,0,25,31,0,37,0
266,Torello,Kelvin,99,None,Strength,0,0,0,0,0,0,29,21,0,0,0,0,0,56,0,0,0,0,0,0,27
267,Dotson,Xavier,99,None,Offensive Linemen,0,64,16,3,48,53,0,0,1,61,0,68,61,37,0,0,32,47,0,38,0
268,McCarthy,Jumbo,99,None,Wide Receivers,0,52,50,54,49,21,0,0,3,69,0,58,44,40,0,0,48,42,0,47,0
269,Burmeister,Phil,9,Offensive Coordinator,Wide Receivers,247,48,73,21,73,75,0,0,1,68,0,67,50,55,0,3,45,63,0,61,0
270,Scott,Walt,99,None,Strength,0,0,0,0,0,0,52,45,0,0,0,0,0,48,0,0,0,0,0,0,44
271,Sjogren,Lamar,99,None,Defensive Linemen,0,28,25,22,72,72,0,0,0,0,2,43,58,51,0,0,32,0,38,30,0
272,Clinton,Marcos,3,Offensive Coordinator,Tight Ends,219,75,50,78,41,90,0,0,3,58,0,30,47,52,0,3,61,58,0,54,0
273,Shea,Ruben,25,Defensive Coordinator,Defensive Linemen,441,49,63,34,31,74,0,0,0,0,4,79,46,49,0,3,40,0,62,53,0
274,Houston,Ernest,99,None,Defensive Linemen,0,47,41,39,61,43,0,0,0,0,1,27,81,60,1,0,45,0,38,42,0
275,Schwartz,Ethan,99,None,Defensive Linemen,0,51,70,4,52,14,0,0,0,0,4,71,8,42,0,0,29,0,47,52,0
276,Menzies,Martin,99,None,Linebackers,0,4,76,19,78,53,0,0,0,0,3,53,75,43,0,0,38,0,46,53,0
277,Cochrane,Sergio,99,None,Strength,0,0,0,0,0,0,26,12,0,0,0,0,0,50,0,0,0,0,0,0,17
278,Harvey,Monty,99,None,Offensive Linemen,0,29,77,68,63,33,0,0,1,63,0,44,22,42,0,0,50,43,0,51,0
279,Roberson,Cooper,99,None,Strength,0,0,0,0,0,0,31,38,0,0,0,0,0,38,0,0,0,0,0,0,34
280,Timm,Lance,9,Head Coach,Quarterbacks,562,78,88,88,24,40,0,0,4,64,0,24,53,54,0,3,65,56,0,70,0
281,Constantine,Collin,30,Head Coach,Running Backs,532,71,69,77,22,57,0,0,3,69,0,48,65,45,0,4,60,59,0,61,0
282,Doyle,Quinn,99,None,Tight Ends,0,34,27,58,55,28,0,0,5,58,0,52,60,56,0,0,46,35,0,36,0
283,Hastings,Bill,99,None,Strength,0,0,0,0,0,0,11,37,0,0,0,0,0,43,0,0,0,0,0,0,26
284,Clements,Roderick,99,None,Offensive Linemen,0,32,62,35,62,25,0,0,3,63,0,37,59,51,0,0,42,39,0,50,0
285,Hughes,Abraham,99,None,Running Backs,0,23,16,59,75,64,0,0,6,60,0,66,17,43,0,0,41,38,0,25,0
286,Brock,Ernie,99,None,Running Backs,0,34,57,34,48,23,0,0,3,68,0,29,52,55,0,0,38,34,0,43,0
287,Covington,Lorenzo,99,None,Wide Receivers,0,59,1,28,60,31,0,0,5,58,0,68,7,37,0,0,33,34,0,22,0
288,Bruce,Sean,17,Strength Coordinator,Strength,105,0,0,0,0,0,21,77,0,0,0,0,0,33,0,3,0,0,0,0,50
289,Halpern,Michael,21,Strength Coordinator,Strength,238,0,0,0,0,0,66,90,0,0,0,0,0,52,0,3,0,0,0,0,77
290,Duffy,Teddy,99,None,Wide Receivers,0,21,58,34,63,41,0,0,6,59,0,42,11,39,0,0,34,37,0,39,0
291,DiCosimo,Malachi,16,Head Coach,Secondary,852,70,54,69,71,75,0,0,0,0,4,62,29,36,0,4,59,0,60,54,0
292,May,D.J.,8,Assistant Coach,Tight Ends,294,65,64,14,54,29,0,0,1,58,0,57,78,44,0,4,43,51,0,57,0
293,Hutchins,Brian,99,None,Linebackers,0,25,60,26,56,5,0,0,0,0,4,47,36,39,0,0,33,0,33,42,0
294,Johnston,Dennis,99,None,Defensive Linemen,0,74,55,78,18,56,0,0,0,0,1,14,65,49,0,0,57,0,49,53,0
295,Bergstrom,Tony,14,Assistant Coach,Offensive Linemen,146,54,60,58,62,24,0,0,2,68,0,52,37,33,0,4,50,44,0,48,0
296,Liljegren,Luther,99,None,Defensive Linemen,0,63,19,21,22,47,0,0,0,0,3,64,76,45,0,0,35,0,45,36,0
297,Peters,Jason,99,None,Offensive Linemen,0,31,38,0,19,24,0,0,5,68,0,71,40,37,0,0,18,38,0,33,0
298,Plichta,Rusty,99,None,Strength,0,0,0,0,0,0,11,62,0,0,0,0,0,36,0,0,0,0,0,0,38
299,Patterson,Emmitt,99,None,Strength,0,0,0,0,0,0,20,42,0,0,0,0,0,47,0,0,0,0,0,0,30
300,Lidgett,Elias,99,None,Running Backs,0,51,47,58,44,35,0,0,3,61,0,36,39,44,0,0,47,38,0,43,0
301,Ginn,Ted,99,None,Wide Receivers,0,8,54,10,65,40,0,0,6,68,0,35,37,34,0,0,24,30,0,33,0
302,Mulligan,Travis,19,Strength Coordinator,Strength,194,0,0,0,0,0,65,62,0,0,0,0,0,36,0,4,0,0,0,0,61
303,Lynch,Marshawn,99,None,Running Backs,0,65,19,21,18,56,0,0,3,68,0,3,31,33,0,0,29,32,0,28,0
304,Peterson,Adrian,99,None,Running Backs,0,13,72,78,78,61,0,0,4,63,0,2,67,34,0,0,56,37,0,48,0
305,Berger,Joe,99,None,Offensive Linemen,0,42,34,20,43,26,0,0,1,62,0,32,57,37,0,0,31,32,0,35,0
306,Flad,Matthew,7,Assistant Coach,Secondary,413,88,67,40,64,27,0,0,0,0,3,39,39,52,0,4,53,0,52,61,0
