Category,Team/All_Teams,Place,Player,Record,Year,Team,Opponent
Yards per Pass Attempt,6,26,302,522,2017,6,10
Yards per Pass Attempt,6,27,302,503,2018,6,30
Yards per Pass Attempt,6,28,1043,452,2017,6,28
Yards per Pass Attempt,6,29,302,433,2017,6,30
Yards per Pass Attempt,6,30,302,419,2018,6,1
Yards per Pass Attempt,6,31,302,404,2017,6,22
Passing Touchdowns,6,0,302,4,2017,6,11
Passing Touchdowns,6,1,302,3,2017,6,30
Passing Touchdowns,6,2,302,3,2018,6,11
Passing Touchdowns,6,3,302,3,2018,6,17
Passing Touchdowns,6,4,302,3,2018,6,30
Passing Touchdowns,6,5,302,2,2017,6,2
Passing Touchdowns,6,6,302,2,2017,6,12
Passing Touchdowns,6,7,302,2,2017,6,22
Passing Touchdowns,6,8,302,2,2017,6,9
Passing Touchdowns,6,9,302,2,2018,6,30
Passing Touchdowns,6,10,302,1,2017,6,10
Passing Touchdowns,6,11,302,1,2017,6,30
Passing Touchdowns,6,12,302,1,2017,6,3
Passing Touchdowns,6,13,302,1,2017,6,22
Passing Touchdowns,6,14,302,1,2017,6,28
Passing Touchdowns,6,15,302,1,2017,6,5
Passing Touchdowns,6,16,302,1,2017,6,15
Passing Touchdowns,6,17,302,1,2017,6,2
Passing Touchdowns,6,18,302,1,2018,6,2
Passing Touchdowns,6,19,302,1,2018,6,4
Passing Touchdowns,6,20,302,1,2018,6,20
Passing Touchdowns,6,21,1218,1,2018,6,13
Passing Touchdowns,6,22,302,1,2018,6,8
Passing Touchdowns,6,23,302,1,2018,6,23
Passing Touchdowns,6,24,302,1,2018,6,22
Times Sacked,6,0,302,5,2017,6,10
Times Sacked,6,1,302,5,2017,6,11
Times Sacked,6,2,302,5,2017,6,15
Times Sacked,6,3,302,5,2018,6,16
Times Sacked,6,4,302,5,2018,6,22
Times Sacked,6,5,302,5,2018,6,23
Times Sacked,6,6,302,5,2018,6,1
Times Sacked,6,7,302,5,2018,6,30
Times Sacked,6,8,302,4,2017,6,31
Times Sacked,6,9,302,4,2017,6,30
Times Sacked,6,10,302,4,2017,6,22
Times Sacked,6,11,302,4,2017,6,12
Times Sacked,6,12,302,4,2017,6,28
Times Sacked,6,13,302,4,2017,6,8
Times Sacked,6,14,302,4,2018,6,20
Times Sacked,6,15,302,4,2018,6,22
Times Sacked,6,16,302,3,2017,6,2
Times Sacked,6,17,302,3,2017,6,30
Times Sacked,6,18,302,3,2017,6,22
Times Sacked,6,19,302,3,2018,6,2
Times Sacked,6,20,302,3,2018,6,4
Times Sacked,6,21,302,3,2018,6,2
Times Sacked,6,22,302,3,2018,6,8
Times Sacked,6,23,302,3,2018,6,27
Times Sacked,6,24,302,2,2017,6,3
Times Sacked,6,25,302,2,2017,6,2
Times Sacked,6,26,302,2,2018,6,30
Times Sacked,6,27,302,1,2017,6,5
Times Sacked,6,28,302,1,2017,6,9
Times Sacked,6,29,302,1,2018,6,11
Rushing Attempts,6,0,537,22,2017,6,30
Rushing Attempts,6,1,537,22,2018,6,11
Rushing Attempts,6,2,537,22,2018,6,22
Rushing Attempts,6,3,537,20,2017,6,22
Rushing Attempts,6,4,537,20,2018,6,30
Rushing Attempts,6,5,537,19,2018,6,20
Rushing Attempts,6,6,537,17,2017,6,2
Rushing Attempts,6,7,537,17,2017,6,8
Rushing Attempts,6,8,537,17,2017,6,15
Rushing Attempts,6,9,537,16,2017,6,30
Rushing Attempts,6,10,537,16,2018,6,23
Rushing Attempts,6,11,537,16,2018,6,30
Rushing Attempts,6,12,537,16,2018,6,27
Rushing Attempts,6,13,537,16,2018,6,17
Rushing Attempts,6,14,537,15,2018,6,16
Rushing Attempts,6,15,537,15,2018,6,2
Rushing Attempts,6,16,537,14,2017,6,11
Rushing Attempts,6,17,1691,14,2017,6,22
Rushing Attempts,6,18,537,14,2018,6,22
Rushing Attempts,6,19,537,14,2018,6,8
Rushing Attempts,6,20,1691,13,2017,6,30
Rushing Attempts,6,21,537,13,2017,6,9
Rushing Attempts,6,22,537,12,2018,6,4
Rushing Attempts,6,23,537,11,2017,6,12
Rushing Attempts,6,24,537,11,2018,6,2
Rushing Attempts,6,25,1691,11,2018,6,11
Rushing Attempts,6,26,537,11,2018,6,1
Rushing Attempts,6,27,537,10,2017,6,3
Rushing Attempts,6,28,1691,10,2018,6,2
Rushing Attempts,6,29,537,9,2017,6,22
Rushing Attempts,6,30,1691,9,2017,6,22
Rushing Attempts,6,31,1691,9,2017,6,15
Rushing Attempts,6,32,1691,9,2018,6,20
Rushing Attempts,6,33,302,9,2018,6,27
Rushing Attempts,6,34,537,8,2017,6,31
Rushing Attempts,6,35,537,8,2017,6,10
Rushing Attempts,6,36,1691,8,2017,6,5
Rushing Attempts,6,37,302,8,2018,6,4
Rushing Attempts,6,38,537,8,2018,6,13
Rushing Attempts,6,39,1691,8,2018,6,17
Rushing Attempts,6,40,1691,7,2017,6,2
Rushing Attempts,6,41,537,7,2017,6,28
Rushing Attempts,6,42,781,7,2017,6,30
Rushing Attempts,6,43,302,7,2017,6,2
Rushing Attempts,6,44,537,7,2017,6,2
Rushing Attempts,6,45,302,7,2018,6,8
Rushing Attempts,6,46,302,6,2017,6,10
Rushing Attempts,6,47,302,6,2017,6,12
Rushing Attempts,6,48,302,6,2017,6,5
Rushing Attempts,6,49,537,6,2017,6,5
Rushing Attempts,6,50,302,6,2018,6,16
Rushing Attempts,6,51,1938,6,2018,6,23
Rushing Attempts,6,52,302,5,2017,6,30
Rushing Attempts,6,53,1691,5,2017,6,11
Rushing Attempts,6,54,302,5,2017,6,8
Rushing Attempts,6,55,781,5,2017,6,8
Rushing Attempts,6,56,302,5,2017,6,30
Rushing Attempts,6,57,302,5,2017,6,15
Rushing Attempts,6,58,1691,5,2017,6,9
Rushing Attempts,6,59,1691,5,2018,6,4
Rushing Attempts,6,60,302,5,2018,6,23
Rushing Attempts,6,61,302,5,2018,6,30
Rushing Attempts,6,62,1691,5,2018,6,27
Rushing Attempts,6,63,1691,5,2018,6,1
Rushing Attempts,6,64,1691,5,2018,6,30
Rushing Attempts,6,65,302,4,2017,6,31
Rushing Attempts,6,66,1691,4,2017,6,10
Rushing Attempts,6,67,1938,4,2017,6,8
Rushing Attempts,6,68,1938,4,2017,6,22
Rushing Attempts,6,69,1938,4,2017,6,5
Rushing Attempts,6,70,302,4,2017,6,9
Rushing Attempts,6,71,1691,4,2018,6,8
Rushing Attempts,6,72,302,4,2018,6,1
Rushing Attempts,6,73,1691,4,2018,6,22
Rushing Attempts,6,74,302,3,2017,6,2
Rushing Attempts,6,75,1691,3,2017,6,31
Rushing Attempts,6,76,302,3,2017,6,3
Rushing Attempts,6,77,1691,3,2017,6,3
Rushing Attempts,6,78,781,3,2017,6,12
Rushing Attempts,6,79,1938,3,2017,6,12
Rushing Attempts,6,80,1691,3,2017,6,2
Rushing Attempts,6,81,1691,3,2018,6,2
Rushing Attempts,6,82,560,3,2018,6,4
Rushing Attempts,6,83,302,3,2018,6,22
Rushing Attempts,6,84,1691,3,2018,6,30
Rushing Attempts,6,85,302,3,2018,6,11
Rushing Attempts,6,86,1938,2,2017,6,2
Rushing Attempts,6,87,1938,2,2017,6,30
Rushing Attempts,6,88,1750,2,2017,6,5
Rushing Attempts,6,89,1938,2,2017,6,9
Rushing Attempts,6,90,1938,2,2018,6,2
Rushing Attempts,6,91,302,2,2018,6,20
Rushing Attempts,6,92,1750,2,2018,6,20
Rushing Attempts,6,93,1938,2,2018,6,20
Rushing Attempts,6,94,560,2,2018,6,22
Rushing Attempts,6,95,1691,2,2018,6,22
Rushing Attempts,6,96,302,2,2018,6,13
Rushing Attempts,6,97,1691,2,2018,6,13
Rushing Attempts,6,98,1225,2,2018,6,2
Rushing Attempts,6,99,560,2,2018,6,23
Rushing Yards,6,0,537,150,2018,6,11
Rushing Yards,6,1,537,145,2017,6,12
Rushing Yards,6,2,537,143,2018,6,20
Rushing Yards,6,3,537,119,2018,6,30
Rushing Yards,6,4,537,115,2018,6,2
Rushing Yards,6,5,537,99,2017,6,22
Rushing Yards,6,6,537,85,2017,6,8
Rushing Yards,6,7,537,85,2017,6,30
Rushing Yards,6,8,1691,78,2018,6,17
Rushing Yards,6,9,537,71,2018,6,17
Rushing Yards,6,10,537,69,2018,6,22
Rushing Yards,6,11,537,68,2018,6,23
Rushing Yards,6,12,1691,66,2017,6,5
Rushing Yards,6,13,537,65,2017,6,5
Rushing Yards,6,14,537,64,2018,6,22
Rushing Yards,6,15,1691,62,2017,6,22
Rushing Yards,6,16,537,61,2017,6,30
Rushing Yards,6,17,1691,60,2017,6,30
Rushing Yards,6,18,537,59,2017,6,2
Rushing Yards,6,19,302,56,2018,6,4
Rushing Yards,6,20,1691,56,2018,6,2
Rushing Yards,6,21,1691,54,2018,6,20
Rushing Yards,6,22,537,54,2018,6,1
Rushing Yards,6,23,1691,53,2017,6,22
Rushing Yards,6,24,302,53,2018,6,16
Rushing Yards,6,25,302,50,2018,6,27
Rushing Yards,6,26,537,50,2018,6,27
Rushing Yards,6,27,1938,47,2018,6,30
Rushing Yards,6,28,781,46,2017,6,8
Rushing Yards,6,29,537,45,2018,6,16
Rushing Yards,6,30,1691,43,2017,6,15
Rushing Yards,6,31,1225,43,2018,6,30
Rushing Yards,6,32,1691,43,2018,6,30
Rushing Yards,6,33,1938,42,2017,6,2
Rushing Yards,6,34,302,42,2018,6,30
Rushing Yards,6,35,302,40,2017,6,10
Rushing Yards,6,36,302,39,2017,6,30
Rushing Yards,6,37,302,39,2017,6,15
Rushing Yards,6,38,302,38,2017,6,2
Rushing Yards,6,39,1938,38,2018,6,23
Rushing Yards,6,40,537,36,2017,6,11
Rushing Yards,6,41,537,34,2017,6,10
Rushing Yards,6,42,537,34,2018,6,30
Rushing Yards,6,43,1691,34,2018,6,11
Rushing Yards,6,44,302,33,2017,6,9
Rushing Yards,6,45,537,31,2017,6,22
Rushing Yards,6,46,302,29,2018,6,8
Rushing Yards,6,47,302,28,2017,6,30
Rushing Yards,6,48,537,28,2017,6,9
Rushing Yards,6,49,302,28,2018,6,23
Rushing Yards,6,50,302,27,2017,6,12
Rushing Yards,6,51,302,27,2017,6,5
Rushing Yards,6,52,537,27,2017,6,15
Rushing Yards,6,53,537,25,2018,6,4
Rushing Yards,6,54,302,25,2018,6,22
Rushing Yards,6,55,302,24,2017,6,8
Rushing Yards,6,56,302,24,2018,6,11
Rushing Yards,6,57,1691,23,2017,6,11
Rushing Yards,6,58,302,23,2018,6,20
Rushing Yards,6,59,302,22,2017,6,3
Rushing Yards,6,60,537,22,2018,6,2
Rushing Yards,6,61,1938,21,2017,6,12
Rushing Yards,6,62,537,21,2018,6,8
Rushing Yards,6,63,537,20,2017,6,3
Rushing Yards,6,64,781,19,2017,6,30
Rushing Yards,6,65,302,19,2018,6,1
Rushing Yards,6,66,1691,18,2018,6,4
Rushing Yards,6,67,1691,17,2017,6,2
Rushing Yards,6,68,302,17,2018,6,13
Rushing Yards,6,69,1691,17,2018,6,27
Rushing Yards,6,70,302,16,2017,6,31
Rushing Yards,6,71,560,16,2018,6,23
Rushing Yards,6,72,1938,15,2017,6,22
Rushing Yards,6,73,537,15,2018,6,13
Rushing Yards,6,74,1218,15,2018,6,23
Rushing Yards,6,75,537,14,2017,6,2
Rushing Yards,6,76,1691,14,2018,6,22
Rushing Yards,6,77,1750,13,2017,6,22
Rushing Yards,6,78,537,13,2017,6,28
Rushing Yards,6,79,1670,13,2018,6,23
Rushing Yards,6,80,1691,13,2018,6,1
Rushing Yards,6,81,311,11,2017,6,2
Rushing Yards,6,82,302,11,2017,6,22
Rushing Yards,6,83,302,10,2018,6,22
Rushing Yards,6,84,781,9,2017,6,12
Rushing Yards,6,85,1938,9,2017,6,8
Rushing Yards,6,86,1691,9,2018,6,2
Rushing Yards,6,87,1225,9,2018,6,2
Rushing Yards,6,88,302,8,2017,6,11
Rushing Yards,6,89,302,8,2018,6,2
Rushing Yards,6,90,1750,8,2018,6,20
Rushing Yards,6,91,302,8,2018,6,2
Rushing Yards,6,92,1938,8,2018,6,17
Rushing Yards,6,93,537,7,2017,6,31
Rushing Yards,6,94,1938,7,2018,6,16
Rushing Yards,6,95,1691,7,2018,6,30
Rushing Yards,6,96,560,6,2018,6,4
Rushing Yards,6,97,1938,6,2018,6,22
Rushing Yards,6,98,560,6,2018,6,1
Rushing Yards,6,99,302,6,2018,6,17
Yards per Carry,6,0,537,767,2018,6,2
Yards per Carry,6,1,537,753,2018,6,20
Yards per Carry,6,2,537,682,2018,6,11
Yards per Carry,6,3,537,595,2018,6,30
Yards per Carry,6,4,537,500,2017,6,8
Yards per Carry,6,5,537,495,2017,6,22
Yards per Carry,6,6,537,444,2018,6,17
Yards per Carry,6,7,537,425,2018,6,23
Yards per Carry,6,8,537,386,2017,6,30
Yards per Carry,6,9,537,381,2017,6,30
Yards per Carry,6,10,537,347,2017,6,2
Yards per Carry,6,11,537,313,2018,6,27
Yards per Carry,6,12,537,300,2018,6,16
Yards per Carry,6,13,537,291,2018,6,22
Yards per Carry,6,14,537,213,2018,6,30
Yards per Carry,6,15,537,159,2017,6,15
Rushing Touchdowns,6,0,537,2,2017,6,8
Rushing Touchdowns,6,1,537,1,2017,6,2
Rushing Touchdowns,6,2,1691,1,2017,6,22
Rushing Touchdowns,6,3,537,1,2017,6,12
Rushing Touchdowns,6,4,781,1,2017,6,12
Rushing Touchdowns,6,5,302,1,2017,6,8
Rushing Touchdowns,6,6,537,1,2017,6,22
Rushing Touchdowns,6,7,537,1,2017,6,5
Rushing Touchdowns,6,8,1691,1,2017,6,5
Rushing Touchdowns,6,9,302,1,2017,6,9
Rushing Touchdowns,6,10,537,1,2017,6,9
Rushing Touchdowns,6,11,537,1,2018,6,2
Rushing Touchdowns,6,12,560,1,2018,6,16
Rushing Touchdowns,6,13,537,1,2018,6,20
Rushing Touchdowns,6,14,1691,1,2018,6,20
Rushing Touchdowns,6,15,560,1,2018,6,22
Rushing Touchdowns,6,16,537,1,2018,6,2
Rushing Touchdowns,6,17,537,1,2018,6,8
Rushing Touchdowns,6,18,537,1,2018,6,23
Rushing Touchdowns,6,19,1670,1,2018,6,23
Rushing Touchdowns,6,20,537,1,2018,6,27
Rushing Touchdowns,6,21,537,1,2018,6,11
Rushing Touchdowns,6,22,302,1,2018,6,1
Rushing Touchdowns,6,23,1691,1,2018,6,17
Receptions,6,0,1750,12,2017,6,22
Receptions,6,1,1750,10,2017,6,2
Receptions,6,2,1750,9,2017,6,31
Receptions,6,3,1750,9,2017,6,10
Receptions,6,4,1750,9,2018,6,2
Receptions,6,5,1166,9,2018,6,11
Receptions,6,6,1750,8,2017,6,2
Receptions,6,7,1120,8,2017,6,30
Receptions,6,8,1750,8,2018,6,4
Receptions,6,9,1750,8,2018,6,16
Receptions,6,10,1750,8,2018,6,22
Receptions,6,11,1750,8,2018,6,13
Receptions,6,12,1750,8,2018,6,27
Receptions,6,13,1750,8,2018,6,22
Receptions,6,14,559,7,2017,6,2
Receptions,6,15,1750,7,2017,6,28
Receptions,6,16,1750,7,2017,6,30
Receptions,6,17,1120,7,2017,6,9
Receptions,6,18,1750,7,2018,6,2
Receptions,6,19,1750,7,2018,6,23
Receptions,6,20,1750,7,2018,6,30
Receptions,6,21,1750,7,2018,6,17
Receptions,6,22,311,6,2017,6,31
Receptions,6,23,311,6,2017,6,10
Receptions,6,24,1120,6,2017,6,11
Receptions,6,25,1750,6,2017,6,11
Receptions,6,26,311,6,2017,6,12
Receptions,6,27,537,6,2017,6,5
Receptions,6,28,1120,6,2017,6,5
Receptions,6,29,1166,6,2017,6,9
Receptions,6,30,1166,6,2018,6,2
Receptions,6,31,1120,6,2018,6,20
Receptions,6,32,1946,6,2018,6,27
Receptions,6,33,537,5,2017,6,3
Receptions,6,34,1120,5,2017,6,3
Receptions,6,35,1750,5,2017,6,3
Receptions,6,36,311,5,2017,6,22
Receptions,6,37,1120,5,2017,6,22
Receptions,6,38,311,5,2017,6,11
Receptions,6,39,537,5,2017,6,11
Receptions,6,40,311,5,2017,6,28
Receptions,6,41,537,5,2017,6,8
Receptions,6,42,311,5,2017,6,22
Receptions,6,43,1750,5,2017,6,15
Receptions,6,44,311,5,2017,6,9
Receptions,6,45,311,5,2018,6,2
Receptions,6,46,537,5,2018,6,4
Receptions,6,47,1166,5,2018,6,22
Receptions,6,48,311,5,2018,6,13
Receptions,6,49,1750,5,2018,6,8
Receptions,6,50,311,5,2018,6,1
Receptions,6,51,1750,5,2018,6,1
Receptions,6,52,1027,5,2018,6,17
Receptions,6,53,537,5,2018,6,30
Receptions,6,54,311,4,2017,6,2
Receptions,6,55,1120,4,2017,6,31
Receptions,6,56,1120,4,2017,6,10
Receptions,6,57,237,4,2017,6,30
Receptions,6,58,311,4,2017,6,3
Receptions,6,59,1166,4,2017,6,3
Receptions,6,60,781,4,2017,6,12
Receptions,6,61,1750,4,2017,6,12
Receptions,6,62,237,4,2017,6,28
Receptions,6,63,311,4,2017,6,8
Receptions,6,64,237,4,2017,6,22
Receptions,6,65,1750,4,2017,6,22
Receptions,6,66,311,4,2017,6,15
Receptions,6,67,1120,4,2017,6,15
Receptions,6,68,537,4,2017,6,2
Receptions,6,69,1120,4,2017,6,2
Receptions,6,70,1166,4,2018,6,4
Receptions,6,71,1166,4,2018,6,20
Receptions,6,72,1750,4,2018,6,20
Receptions,6,73,1166,4,2018,6,13
Receptions,6,74,1670,4,2018,6,8
Receptions,6,75,1946,4,2018,6,8
Receptions,6,76,537,4,2018,6,23
Receptions,6,77,537,4,2018,6,11
Receptions,6,78,1946,4,2018,6,22
Receptions,6,79,311,4,2018,6,30
Receptions,6,80,781,3,2017,6,31
Receptions,6,81,1166,3,2017,6,31
Receptions,6,82,1691,3,2017,6,10
Receptions,6,83,537,3,2017,6,30
Receptions,6,84,559,3,2017,6,30
Receptions,6,85,1691,3,2017,6,30
Receptions,6,86,1750,3,2017,6,30
Receptions,6,87,237,3,2017,6,11
Receptions,6,88,559,3,2017,6,11
Receptions,6,89,237,3,2017,6,12
Receptions,6,90,1120,3,2017,6,8
Receptions,6,91,311,3,2017,6,30
Receptions,6,92,559,3,2017,6,30
Receptions,6,93,311,3,2017,6,5
Receptions,6,94,1166,3,2017,6,15
Receptions,6,95,311,3,2017,6,2
Receptions,6,96,537,3,2018,6,2
Receptions,6,97,311,3,2018,6,16
Receptions,6,98,237,3,2018,6,20
Receptions,6,99,311,3,2018,6,20
Receiving Yards,6,0,1750,185,2017,6,2
Receiving Yards,6,1,1750,126,2018,6,2
Receiving Yards,6,2,1120,122,2017,6,9
Receiving Yards,6,3,1750,113,2017,6,2
Receiving Yards,6,4,1750,102,2018,6,16
Receiving Yards,6,5,1750,102,2018,6,27
Receiving Yards,6,6,311,101,2017,6,12
Receiving Yards,6,7,1750,100,2017,6,10
Receiving Yards,6,8,1166,96,2018,6,11
Receiving Yards,6,9,1750,95,2017,6,30
Receiving Yards,6,10,1750,94,2018,6,22
Receiving Yards,6,11,1750,93,2017,6,31
Receiving Yards,6,12,1750,93,2018,6,30
Receiving Yards,6,13,1750,92,2017,6,22
Receiving Yards,6,14,1120,92,2017,6,30
Receiving Yards,6,15,1120,89,2017,6,3
Receiving Yards,6,16,311,88,2017,6,22
Receiving Yards,6,17,237,86,2018,6,8
Receiving Yards,6,18,1750,83,2017,6,28
Receiving Yards,6,19,1750,83,2018,6,22
Receiving Yards,6,20,1120,82,2017,6,2
Receiving Yards,6,21,1750,77,2018,6,4
Receiving Yards,6,22,311,76,2017,6,15
Receiving Yards,6,23,1166,76,2018,6,2
Receiving Yards,6,24,1750,76,2018,6,2
Receiving Yards,6,25,559,74,2017,6,11
Receiving Yards,6,26,1750,74,2018,6,20
Receiving Yards,6,27,1750,74,2018,6,13
Receiving Yards,6,28,311,73,2017,6,10
Receiving Yards,6,29,1166,71,2017,6,11
Receiving Yards,6,30,1750,71,2018,6,23
Receiving Yards,6,31,1750,71,2018,6,30
Receiving Yards,6,32,311,68,2017,6,28
Receiving Yards,6,33,311,68,2018,6,13
Receiving Yards,6,34,311,67,2017,6,8
Receiving Yards,6,35,1120,67,2017,6,5
Receiving Yards,6,36,1166,65,2018,6,30
Receiving Yards,6,37,537,62,2017,6,11
Receiving Yards,6,38,1750,62,2017,6,12
Receiving Yards,6,39,1166,61,2018,6,20
Receiving Yards,6,40,559,58,2017,6,2
Receiving Yards,6,41,1750,57,2017,6,15
Receiving Yards,6,42,537,57,2018,6,4
Receiving Yards,6,43,1120,55,2017,6,8
Receiving Yards,6,44,1750,55,2018,6,17
Receiving Yards,6,45,1120,53,2017,6,15
Receiving Yards,6,46,1225,53,2018,6,11
Receiving Yards,6,47,311,52,2017,6,22
Receiving Yards,6,48,1225,52,2017,6,11
Receiving Yards,6,49,1166,52,2017,6,9
Receiving Yards,6,50,1120,50,2017,6,31
Receiving Yards,6,51,1750,50,2017,6,22
Receiving Yards,6,52,311,50,2018,6,2
Receiving Yards,6,53,1750,50,2018,6,8
Receiving Yards,6,54,537,49,2018,6,11
Receiving Yards,6,55,1225,48,2018,6,27
Receiving Yards,6,56,1027,48,2018,6,1
Receiving Yards,6,57,311,47,2017,6,11
Receiving Yards,6,58,1946,47,2018,6,8
Receiving Yards,6,59,1946,47,2018,6,22
Receiving Yards,6,60,1120,46,2018,6,22
Receiving Yards,6,61,311,45,2017,6,31
Receiving Yards,6,62,1120,44,2017,6,11
Receiving Yards,6,63,1166,43,2018,6,4
Receiving Yards,6,64,1946,43,2018,6,27
Receiving Yards,6,65,1750,43,2018,6,1
Receiving Yards,6,66,311,41,2017,6,2
Receiving Yards,6,67,559,41,2017,6,30
Receiving Yards,6,68,311,41,2017,6,2
Receiving Yards,6,69,1946,41,2018,6,23
Receiving Yards,6,70,1027,41,2018,6,17
Receiving Yards,6,71,1750,40,2017,6,3
Receiving Yards,6,72,1750,40,2017,6,11
Receiving Yards,6,73,237,40,2018,6,20
Receiving Yards,6,74,537,39,2017,6,28
Receiving Yards,6,75,1750,39,2017,6,9
Receiving Yards,6,76,311,39,2018,6,22
Receiving Yards,6,77,1120,39,2018,6,13
Receiving Yards,6,78,1027,38,2018,6,20
Receiving Yards,6,79,1120,36,2017,6,22
Receiving Yards,6,80,311,36,2017,6,9
Receiving Yards,6,81,1120,36,2018,6,2
Receiving Yards,6,82,1120,36,2018,6,20
Receiving Yards,6,83,537,36,2018,6,30
Receiving Yards,6,84,1166,35,2018,6,22
Receiving Yards,6,85,1750,34,2017,6,30
Receiving Yards,6,86,1166,34,2017,6,5
Receiving Yards,6,87,237,34,2018,6,2
Receiving Yards,6,88,1691,33,2017,6,30
Receiving Yards,6,89,237,33,2017,6,22
Receiving Yards,6,90,537,33,2017,6,5
Receiving Yards,6,91,537,33,2018,6,17
Receiving Yards,6,92,237,32,2017,6,28
Receiving Yards,6,93,311,32,2017,6,30
Receiving Yards,6,94,1691,32,2017,6,9
Receiving Yards,6,95,311,32,2018,6,1
Receiving Yards,6,96,1946,31,2018,6,2
Receiving Yards,6,97,1166,29,2017,6,31
Receiving Yards,6,98,311,29,2018,6,17
Receiving Yards,6,99,559,28,2017,6,30
Yards per Reception,6,0,1750,2313,2017,6,2
Yards per Reception,6,1,1120,1780,2017,6,3
Yards per Reception,6,2,311,1760,2017,6,22
Yards per Reception,6,3,1120,1743,2017,6,9
Yards per Reception,6,4,311,1683,2017,6,12
Yards per Reception,6,5,1750,1400,2018,6,2
Yards per Reception,6,6,311,1360,2017,6,28
Yards per Reception,6,7,311,1360,2018,6,13
Yards per Reception,6,8,1750,1357,2017,6,30
Yards per Reception,6,9,1750,1329,2018,6,30
Yards per Reception,6,10,1750,1275,2018,6,16
Yards per Reception,6,11,1750,1275,2018,6,27
Yards per Reception,6,12,1166,1267,2018,6,2
Yards per Reception,6,13,537,1240,2017,6,11
Yards per Reception,6,14,311,1217,2017,6,10
Yards per Reception,6,15,1750,1186,2017,6,28
Yards per Reception,6,16,1750,1175,2018,6,22
Yards per Reception,6,17,1120,1150,2017,6,30
Yards per Reception,6,18,1750,1140,2017,6,15
Yards per Reception,6,19,537,1140,2018,6,4
Yards per Reception,6,20,1750,1130,2017,6,2
Yards per Reception,6,21,1120,1117,2017,6,5
Yards per Reception,6,22,1750,1111,2017,6,10
Yards per Reception,6,23,1750,1086,2018,6,2
Yards per Reception,6,24,1166,1067,2018,6,11
Yards per Reception,6,25,311,1040,2017,6,22
Yards per Reception,6,26,1750,1038,2018,6,22
Yards per Reception,6,27,1750,1033,2017,6,31
Yards per Reception,6,28,1750,1014,2018,6,23
Yards per Reception,6,29,311,1000,2018,6,2
Yards per Reception,6,30,1750,1000,2018,6,8
Yards per Reception,6,31,1750,963,2018,6,4
Yards per Reception,6,32,311,940,2017,6,11
Yards per Reception,6,33,1750,925,2018,6,13
Yards per Reception,6,34,1166,867,2017,6,9
Yards per Reception,6,35,1750,860,2018,6,1
Yards per Reception,6,36,559,829,2017,6,2
Yards per Reception,6,37,1027,820,2018,6,17
Yards per Reception,6,38,1750,800,2017,6,3
Yards per Reception,6,39,1750,786,2018,6,17
Yards per Reception,6,40,1750,767,2017,6,22
Yards per Reception,6,41,311,750,2017,6,31
Yards per Reception,6,42,1120,733,2017,6,11
Yards per Reception,6,43,1120,720,2017,6,22
Yards per Reception,6,44,311,720,2017,6,9
Yards per Reception,6,45,537,720,2018,6,30
Yards per Reception,6,46,1946,717,2018,6,27
Yards per Reception,6,47,1166,700,2018,6,22
Yards per Reception,6,48,1750,667,2017,6,11
Yards per Reception,6,49,311,640,2018,6,1
Yards per Reception,6,50,1120,600,2018,6,20
Yards per Reception,6,51,537,550,2017,6,5
Yards per Reception,6,52,537,520,2017,6,8
Yards per Reception,6,53,537,360,2017,6,3
Receiving Touchdowns,6,0,1750,2,2017,6,11
Receiving Touchdowns,6,1,1750,2,2017,6,12
Receiving Touchdowns,6,2,1750,2,2017,6,22
Receiving Touchdowns,6,3,1750,2,2018,6,30
Receiving Touchdowns,6,4,311,1,2017,6,2
Receiving Touchdowns,6,5,1750,1,2017,6,2
Receiving Touchdowns,6,6,237,1,2017,6,10
Receiving Touchdowns,6,7,237,1,2017,6,30
Receiving Touchdowns,6,8,1750,1,2017,6,3
Receiving Touchdowns,6,9,1750,1,2017,6,22
Receiving Touchdowns,6,10,537,1,2017,6,11
Receiving Touchdowns,6,11,1166,1,2017,6,11
Receiving Touchdowns,6,12,1750,1,2017,6,28
Receiving Touchdowns,6,13,311,1,2017,6,30
Receiving Touchdowns,6,14,559,1,2017,6,30
Receiving Touchdowns,6,15,1938,1,2017,6,30
Receiving Touchdowns,6,16,237,1,2017,6,5
Receiving Touchdowns,6,17,1750,1,2017,6,15
Receiving Touchdowns,6,18,1120,1,2017,6,9
Receiving Touchdowns,6,19,1750,1,2017,6,9
Receiving Touchdowns,6,20,1750,1,2017,6,2
Receiving Touchdowns,6,21,1166,1,2018,6,2
Receiving Touchdowns,6,22,1166,1,2018,6,4
Receiving Touchdowns,6,23,1120,1,2018,6,20
Receiving Touchdowns,6,24,1750,1,2018,6,13
Receiving Touchdowns,6,25,237,1,2018,6,8
Receiving Touchdowns,6,26,1750,1,2018,6,23
Receiving Touchdowns,6,27,537,1,2018,6,11
Receiving Touchdowns,6,28,1166,1,2018,6,11
Receiving Touchdowns,6,29,1225,1,2018,6,11
Receiving Touchdowns,6,30,1946,1,2018,6,22
Receiving Touchdowns,6,31,311,1,2018,6,17
Receiving Touchdowns,6,32,1027,1,2018,6,17
Receiving Touchdowns,6,33,1750,1,2018,6,17
Receiving Touchdowns,6,34,311,1,2018,6,30
Receiving Touchdowns,6,35,1166,1,2018,6,30
Receiving Touchdowns,6,36,1750,1,2018,6,30
Targeted Passes,6,0,1750,17,2017,6,22
