Year,Team_ID,Unit,Games,Rushes,Rushing_Yards,Pass_Attempts,Completions,Passing_Yards,Fumbles_Lost,Intercepted,Third_Down_Conversions,Third_Down_Attempts,Touchdowns,Points_Scored,Penalties,Penalty_Yards,Red_Zone_Visits,Red_Zone_Touchdowns,Red_Zone_Field_Goals,Sacks,Runs_Left,Runs_Left_Yardage,Runs_Center,Runs_Center_Yardage,Runs_Right,Runs_Right_Yardage,Short_Passes,Short_Pass_Completions,Short_Pass_Yardage,Medium_Passes,Medium_Pass_Completions,Medium_Pass_Yardage,Long_Passes,Long_Pass_Completions,Long_Pass_Yardage,Fourth_Down_Attempts,Fourth_Down_Conversions,Third_Down_YtG_Total,Sack_Yardage,Fumbles,Red_Zone_Rushes,Red_Zone_Rushing_Yardage,Red_Zone_Passes,Red_Zone_Pass_Completions,Red_Zone_Passing_Yardage,First_Downs_Rushing,First_Downs_Passing,First_Downs_Penalty,Punts,Punting_Yardage,Punting_Net_Yardage,Punt_Returns,Punt_Return_Yardage,Kickoff_Returns,Kickoff_Return_Yardage,Field_Goals,Field_Goals_Attempted,Points_After_Touchdown,PATs_Attempted,Two-Point_Conversion_Attempts,Two-Point_Conversions,Passes_Defensed,Key_Run_Blocks,Key_Run_Block_Opportunities,Hurries,Blocked_Passes,Run_Plays,Pass_Plays,Touchdowns_Passing,Touchdowns_Rushing,Passes_Dropped
2017,8,Defense,16,451,1954,553,339,3514,7,10,68,224,31,350,97,722,45,23,16,29,93,419,254,1109,99,434,353,251,2227,144,74,928,55,14,359,1,12,1944,179,18,53,143,50,25,167,108,161,22,92,4159,3463,46,375,30,686,33,43,33,34,2,1,67,125,403,62,8,451,582,16,15,30
2017,9,Offense,16,399,1673,633,434,4625,9,15,90,227,40,392,121,875,50,29,16,39,42,176,246,956,107,547,394,315,2619,172,94,1250,64,25,756,8,13,1758,226,25,56,157,77,48,335,81,222,28,87,3712,3055,32,381,31,698,29,36,39,40,3,3,63,108,361,66,9,399,672,24,15,21
2017,9,Defense,16,412,1823,577,378,3991,9,14,82,216,44,405,105,744,43,30,12,30,86,463,221,1009,100,357,381,271,2312,142,88,1216,54,19,463,6,11,1745,209,20,42,159,51,31,266,105,193,17,91,3973,3236,36,472,32,760,22,28,45,48,0,0,58,137,366,63,17,412,607,21,19,27
2017,10,Offense,16,485,2188,517,368,4128,11,13,82,200,50,461,88,671,60,37,15,33,116,579,231,1127,126,497,368,272,2600,116,78,1017,32,18,511,4,6,1360,210,21,74,226,82,50,337,115,201,18,68,3393,2892,38,520,25,583,26,35,53,55,0,0,66,159,427,60,17,485,550,35,12,22
2017,10,Defense,16,396,1728,591,373,3786,9,21,81,226,30,317,91,622,37,22,10,49,55,208,231,992,109,529,361,266,2088,169,90,1329,59,17,369,5,16,1834,282,19,36,155,47,27,181,91,175,33,87,3875,3222,25,101,28,616,23,30,26,28,7,6,49,113,347,49,7,396,640,17,13,33
2017,11,Offense,16,402,1675,625,371,3902,11,12,69,224,30,284,127,916,42,19,17,36,58,133,200,945,135,610,415,278,2428,143,74,981,66,19,493,6,14,1919,209,23,36,88,58,24,227,80,187,29,103,4283,3617,36,170,35,941,24,30,26,27,3,2,68,106,338,55,17,402,661,19,8,35
2017,11,Defense,16,421,1661,616,385,4118,8,16,88,244,33,335,121,908,41,20,14,30,67,274,250,1062,100,330,401,282,2274,162,83,1150,51,20,694,4,14,1924,180,13,40,115,66,42,249,87,186,21,94,4235,3665,43,387,34,878,30,37,33,34,0,0,83,123,381,80,17,421,646,23,8,29
2017,12,Offense,16,434,2026,570,389,4067,8,13,72,210,38,361,114,772,42,23,15,35,131,625,166,747,130,662,394,286,2523,114,76,866,61,27,678,2,9,1790,223,14,52,139,45,32,188,118,187,20,88,3873,3257,43,254,29,584,24,32,41,41,0,0,71,155,397,65,16,434,605,25,12,20
2017,12,Defense,16,369,1546,628,391,4239,5,19,75,222,36,363,114,856,47,24,19,42,61,261,221,788,81,508,397,271,2275,159,93,1256,69,27,708,5,8,2052,281,14,46,98,74,40,364,81,207,15,93,4298,3665,27,226,40,1001,33,37,34,35,2,2,61,98,318,51,17,369,670,24,10,30
2017,13,Offense,16,490,2422,593,372,4225,6,9,89,217,42,446,97,691,56,29,25,23,95,473,265,1297,120,664,407,278,2430,140,77,1219,45,17,576,2,7,1711,127,14,62,203,77,42,287,133,209,26,68,3034,2603,44,455,31,731,40,51,42,44,3,1,65,181,432,60,12,490,616,28,13,33
2017,13,Defense,16,356,1202,554,364,3978,10,20,77,210,34,294,97,713,37,24,8,45,69,289,197,699,86,218,355,260,2232,151,87,1153,47,17,593,4,10,1707,261,16,33,124,50,31,237,67,185,17,98,4296,3661,19,151,56,1302,12,16,34,35,2,1,66,90,318,82,16,356,599,23,9,21
2017,14,Offense,16,400,1594,615,412,4374,6,20,84,222,35,320,115,817,50,26,17,47,67,329,244,971,87,296,401,296,2334,145,89,1295,66,27,745,5,15,1788,286,14,72,185,63,36,222,95,193,33,89,4016,3219,30,250,31,605,23,26,35,36,0,0,60,119,355,75,15,400,662,21,14,30
2017,14,Defense,16,408,1823,542,349,3982,10,5,79,210,41,403,111,796,52,25,24,32,84,307,214,991,104,532,361,250,2349,127,81,1107,54,18,526,2,5,1608,226,17,63,209,72,45,337,100,183,16,86,3786,3256,34,455,39,910,35,38,36,41,2,2,54,135,369,55,12,408,574,20,17,22
2017,15,Offense,16,434,1923,582,365,3831,10,18,94,236,37,336,106,854,46,27,15,37,74,371,262,1070,93,487,355,245,1964,169,103,1483,57,17,384,3,7,1947,241,19,49,189,55,36,249,97,193,17,104,4758,3756,25,192,24,543,17,20,37,39,2,1,61,135,396,52,6,434,619,24,12,37
2017,15,Defense,16,451,1658,510,337,3808,14,13,86,223,36,345,95,683,48,23,16,41,97,443,239,862,109,362,342,256,2272,115,55,754,53,26,782,1,3,1772,239,25,66,189,62,36,241,82,177,23,88,3898,3326,45,528,40,981,26,35,35,36,2,2,65,130,409,62,20,451,551,18,15,26
2017,16,Offense,16,416,1970,582,360,3694,9,11,85,229,34,355,120,931,45,22,18,32,68,259,208,1079,135,639,368,258,2141,159,88,1158,52,14,395,4,9,1860,185,14,40,157,68,37,277,95,175,21,89,4017,3244,38,592,42,1046,35,45,32,35,1,1,69,136,371,75,19,416,614,16,15,17
2017,16,Defense,16,457,2048,633,399,4297,9,9,92,239,37,378,108,763,56,27,24,30,91,491,270,1115,91,448,409,291,2440,151,88,1320,67,20,537,4,10,1816,194,23,69,191,78,44,251,111,204,26,86,3743,2905,46,453,17,397,37,44,33,35,3,3,73,151,411,96,15,457,663,23,14,36
2017,17,Offense,16,443,2014,591,391,3598,13,14,99,243,28,324,85,723,40,18,15,34,117,659,257,1088,61,277,400,287,2066,145,91,1198,46,13,334,3,5,1789,230,21,45,133,51,23,176,103,183,17,82,3659,3295,49,562,31,765,34,41,30,31,1,0,60,155,414,75,12,443,625,13,13,26
2017,17,Defense,16,409,1609,549,344,3346,6,13,79,224,29,308,91,630,44,25,17,32,83,257,234,907,83,456,361,264,2123,134,68,915,52,12,308,3,8,1720,213,9,59,134,53,34,269,83,165,22,95,4320,3475,26,104,44,1021,29,33,27,30,2,1,49,109,353,75,11,409,581,18,11,25
2017,18,Offense,16,470,2082,524,364,4234,3,21,86,211,42,419,107,760,59,30,24,40,102,547,237,971,122,576,353,273,2395,119,70,1096,49,21,743,2,3,1594,236,9,73,244,56,35,226,120,186,24,80,3741,3166,34,340,25,503,33,36,40,44,2,2,47,180,449,74,12,470,564,22,18,22
2017,18,Defense,16,413,2190,545,344,3856,19,11,76,206,38,331,104,700,44,26,13,43,94,567,245,1289,72,336,348,236,2086,143,90,1241,51,18,529,4,8,1513,254,26,44,152,69,42,327,107,182,14,85,3829,3229,29,155,54,1205,22,30,31,36,2,2,35,139,371,51,10,413,588,26,12,32
2017,19,Offense,16,406,1646,569,317,3226,12,17,68,233,28,292,68,507,42,19,19,58,52,165,251,1120,101,365,344,219,1846,172,86,1065,52,12,315,3,10,1940,387,25,48,144,57,32,247,90,157,18,111,4598,3992,49,451,36,816,29,34,25,27,2,2,56,118,366,66,14,406,627,18,7,22
2017,19,Defense,16,452,1538,593,387,3996,9,24,88,247,41,364,119,916,46,27,14,46,84,248,256,953,103,348,367,263,2081,165,101,1329,59,23,586,4,11,2067,265,18,57,145,69,43,289,74,199,19,98,4176,3491,40,344,27,618,26,29,40,41,0,0,99,112,408,71,17,452,639,26,11,26
2017,20,Offense,16,407,1651,588,406,4582,5,9,81,217,40,385,116,850,51,24,17,28,138,593,216,827,45,241,407,301,2516,130,81,1314,51,24,752,3,8,1716,176,9,58,164,72,41,313,94,190,25,90,4168,3420,40,402,34,906,26,33,37,41,3,2,59,126,370,76,16,407,616,29,11,24
2017,20,Defense,16,390,1693,615,391,4151,7,15,79,212,33,317,108,789,42,20,20,24,87,373,216,939,80,388,410,288,2415,154,87,1202,48,16,534,3,7,1686,132,20,43,201,53,29,198,91,196,24,92,4191,3469,39,394,41,947,27,34,30,31,2,1,58,130,336,64,14,390,639,22,10,32
2017,21,Offense,16,426,2097,580,383,4024,10,19,74,206,43,389,95,759,47,26,16,17,95,446,241,1223,87,432,397,289,2441,136,80,1163,45,14,420,5,11,1530,96,20,60,220,59,36,238,125,185,17,76,3552,3028,32,342,37,986,27,37,42,43,1,1,51,165,383,69,10,426,597,25,14,22
2017,21,Defense,16,422,1798,567,377,4324,13,14,78,203,41,384,104,706,53,32,16,32,78,397,240,968,90,452,372,269,2391,140,80,1022,55,28,911,1,7,1643,193,21,55,158,77,53,374,103,198,18,81,3694,3092,34,305,33,744,23,27,39,42,3,3,56,131,366,62,15,422,599,22,15,29
2017,22,Offense,16,380,1741,563,304,3251,7,24,53,220,26,270,110,785,29,13,12,63,75,238,165,803,134,710,339,215,1925,164,79,1086,56,10,240,7,19,1913,373,15,31,101,46,23,203,88,143,28,110,4348,3801,42,241,27,646,26,29,24,24,3,3,55,145,364,74,22,380,626,19,4,33
2017,22,Defense,16,483,2091,567,344,3596,11,15,82,236,39,396,118,879,59,30,16,30,107,518,254,1082,112,504,375,261,2267,132,70,945,57,13,384,3,4,1785,182,19,87,254,62,41,275,116,171,25,95,4253,3663,53,407,34,942,32,42,42,43,0,0,74,172,441,79,16,483,597,25,12,29
2017,23,Offense,16,383,1321,585,351,3377,6,11,77,236,20,220,85,624,32,17,12,32,51,169,253,904,70,260,371,248,1835,162,86,1046,51,17,496,2,5,1996,187,18,42,140,50,28,156,80,160,16,107,4851,4107,33,154,39,911,24,33,20,21,0,0,63,100,340,57,16,383,617,9,10,31
2017,23,Defense,16,456,2172,546,346,3895,9,13,84,220,37,337,89,626,44,21,17,29,103,468,229,1099,120,610,345,250,2216,149,81,1226,52,15,453,3,9,1705,195,15,47,109,61,35,271,110,180,13,81,3722,3248,41,344,32,698,24,38,37,38,0,0,59,159,419,78,15,456,575,25,12,32
2017,24,Offense,16,476,1987,574,384,3920,6,9,99,237,38,346,81,579,46,25,17,31,62,276,278,1288,127,436,388,288,2342,131,75,958,54,21,620,1,4,1801,187,12,64,157,65,44,276,116,201,12,92,4103,3249,35,230,17,469,25,28,37,39,0,0,66,142,417,80,21,476,605,17,18,33
2017,24,Defense,16,380,1558,569,339,3690,9,10,67,215,25,262,100,738,38,18,19,37,80,403,207,907,87,257,366,233,1907,139,83,1092,57,23,691,4,15,1857,231,20,44,135,58,27,184,80,169,17,91,4231,3702,35,368,26,631,29,37,19,22,3,3,49,107,332,62,18,380,606,14,9,30
2017,25,Offense,16,352,1520,561,339,3759,11,13,68,212,32,276,109,766,36,22,7,42,51,340,182,619,112,572,331,233,1944,164,87,1227,65,19,588,4,14,1825,255,14,37,88,52,30,188,68,172,17,98,4744,3990,28,180,36,755,15,20,31,33,0,0,55,101,315,75,20,352,603,18,14,36
2017,25,Defense,16,498,2519,605,391,4204,5,12,84,222,41,401,122,852,56,29,20,30,77,333,278,1605,130,599,403,285,2464,140,84,1175,61,22,565,3,10,1821,203,15,82,254,65,34,222,151,200,27,75,3270,2870,41,234,16,441,31,39,42,43,1,1,61,179,439,72,19,498,635,21,17,29
2017,26,Offense,16,413,1549,562,378,4199,10,13,79,221,31,354,99,679,46,21,22,32,58,177,244,998,103,385,377,280,2426,124,73,973,59,25,800,2,5,1798,198,19,46,146,62,38,277,85,180,21,78,3707,3319,46,381,30,737,44,55,22,27,5,4,65,107,369,69,10,413,594,20,10,25
2017,26,Defense,16,446,2072,577,360,3898,11,14,93,230,39,337,104,706,52,30,16,37,92,459,218,844,131,775,379,263,2221,139,80,1135,56,17,542,3,11,1724,201,16,55,124,73,46,327,110,189,15,92,4187,3620,26,168,34,809,21,23,32,36,4,1,54,137,400,57,12,446,614,28,10,41
2017,27,Offense,16,430,1640,516,329,3762,12,17,65,201,41,346,80,546,42,28,11,29,97,220,229,962,98,465,354,246,2346,115,67,938,45,16,478,5,17,1711,195,24,53,165,54,33,232,83,176,18,94,3772,3241,31,350,40,1007,14,17,40,44,0,0,64,118,378,60,11,430,545,25,14,30
2017,27,Defense,16,489,2167,557,366,4175,10,14,79,228,39,409,97,746,44,19,18,34,86,370,287,1215,112,588,373,274,2637,124,63,851,58,29,687,9,12,1794,220,22,59,142,45,30,221,117,191,20,92,3941,3148,45,431,31,641,32,37,39,44,1,1,53,153,438,60,8,489,591,22,15,21
2017,28,Offense,16,451,2070,598,382,3919,6,14,85,224,36,351,135,923,54,27,20,23,90,424,228,1157,127,496,383,258,1886,149,98,1323,62,26,710,6,10,1822,156,13,63,183,78,50,324,120,197,13,91,4503,3786,40,386,27,673,30,33,33,38,0,0,54,133,376,50,25,451,621,19,14,28
2017,28,Defense,16,372,1622,558,351,3916,11,10,66,208,26,276,98,674,41,15,21,38,71,341,189,786,105,507,360,248,2192,149,87,1278,49,16,446,3,6,1712,212,18,49,147,50,30,185,82,176,23,97,4293,3547,39,197,30,718,29,33,27,27,0,0,66,113,338,63,16,372,596,18,7,29
2017,29,Offense,16,389,1788,622,393,4516,8,5,72,211,41,380,105,715,45,28,13,28,70,464,261,975,52,357,387,273,2422,169,94,1301,63,26,793,4,13,1691,144,15,42,142,61,42,271,87,216,17,95,4114,3450,31,208,38,838,24,29,38,40,4,3,64,119,359,46,19,389,650,24,16,37
2017,29,Defense,16,457,2164,578,382,4248,2,21,71,209,42,405,102,847,54,31,20,31,96,427,259,1191,94,556,367,275,2380,155,88,1219,55,19,649,3,4,1707,211,14,67,219,69,41,262,122,196,26,91,4118,3490,28,244,39,950,31,34,42,42,2,2,68,165,415,87,18,457,609,23,19,23
2017,30,Offense,16,349,1548,633,336,3178,9,13,55,233,23,264,116,787,33,14,17,28,51,258,226,915,71,376,409,249,1802,157,67,886,66,20,490,4,14,1876,186,19,26,57,55,24,166,68,151,31,106,5232,4495,48,325,25,624,34,43,20,22,1,1,69,111,326,68,19,349,661,17,5,43
2017,30,Defense,16,487,2056,610,384,3956,7,11,83,250,28,334,112,871,58,23,30,34,88,325,270,1187,121,556,411,275,2055,138,87,1282,58,22,619,6,12,2019,212,15,66,159,72,46,299,112,187,13,103,4489,3784,53,448,23,553,42,47,28,29,0,0,87,148,437,85,19,487,644,18,8,23
2017,31,Offense,16,425,2004,559,378,3941,6,12,79,212,41,375,98,722,52,30,19,40,49,290,272,1240,96,484,381,281,2160,126,77,1200,51,20,581,3,8,1652,255,14,67,212,76,54,363,113,189,14,90,4177,3510,37,282,35,865,27,31,40,40,2,1,66,155,379,92,16,425,599,28,12,29
2017,31,Defense,16,402,1725,615,389,4160,7,8,82,227,32,309,106,748,45,23,16,34,85,317,205,878,107,535,404,292,2464,144,77,1122,66,20,574,3,12,1891,222,17,47,127,60,32,227,92,202,15,94,4321,3689,32,247,29,677,25,33,30,34,0,0,44,116,352,54,10,402,649,19,13,28
